"ID","country","Q2","Q4","Q5","Q6","Q6N","Q7","Q23","Q30","Q46a","Q46b","Q46c"
"9919","3","1","2","2","2","1","3","1","2","2","1","2"
"9920","3","1","3","3","3","1","2","1","2","2","1","1"
"9921","3","2","3","3","3","3","3","97","1","2","1","2"
"9922","3","1","2","2","4","1","1","1","2","2","2","1"
"9923","3","1","2","2","1","1","1","97","2","2","1","2"
"9924","3","1","1","2","1","1","1","1","2","2","1","2"
"9925","3","1","3","2","3","1","1","2","2","2","2","2"
"9926","3","1","2","2","2","1","1","1","2","1","1","1"
"9927","3","1","3","2","2","1","1","2","1","2","2","1"
"9928","3","1","3","3","2","1","1","1","2","1","2","1"
"9929","3","1","4","3","2","1","1","1","1","1","1","1"
"9930","3","1","2","2","1","1","1","1","2","1","2","1"
"9931","3","8","2","2","2","1","1","1","2","1","2","1"
"9932","3","1","3","3","3","3","1","2","8","2","2","8"
"9933","3","1","2","2","2","1","1","1","2","1","2","1"
"9934","3","1","2","2","1","1","1","1","2","1","1","1"
"9935","3","1","2","2","2","1","1","1","2","1","2","1"
"9936","3","1","3","2","2","1","1","2","2","1","1","1"
"9937","3","2","2","3","4","1","1","2","2","1","2","1"
"9938","3","1","2","2","2","1","1","1","2","1","1","1"
"9939","3","1","3","2","2","1","1","2","2","1","2","1"
"9940","3","8","3","2","3","1","1","3","2","2","2","1"
"9941","3","1","2","2","2","1","1","1","2","1","2","1"
"9942","3","1","3","2","2","1","1","3","2","2","2","1"
"9943","3","1","4","3","2","1","1","1","2","2","2","1"
"9944","3","1","2","2","2","1","1","1","2","1","1","1"
"9945","3","1","3","2","2","1","1","1","2","2","2","1"
"9946","3","1","3","3","3","1","1","1","2","1","2","1"
"9947","3","1","2","2","3","1","1","1","2","8","2","2"
"9948","3","1","3","3","2","1","1","2","2","1","2","1"
"9949","3","1","1","2","1","1","1","1","2","2","2","1"
"9950","3","1","2","2","2","1","1","1","2","1","1","1"
"9951","3","1","3","2","2","1","1","3","2","2","2","1"
"9952","3","1","2","2","2","1","1","1","2","1","1","1"
"9953","3","1","2","2","3","1","1","3","2","2","2","1"
"9954","3","1","3","2","2","1","1","1","2","1","2","1"
"9955","3","1","4","3","3","1","1","2","2","1","2","1"
"9956","3","1","2","2","1","1","1","3","2","1","2","1"
"9957","3","1","8","3","3","1","1","1","2","2","2","1"
"9958","3","1","2","2","2","1","1","3","2","1","2","1"
"9959","3","1","2","2","2","1","1","2","2","1","2","1"
"9960","3","2","3","3","3","1","1","3","2","1","2","1"
"9961","3","1","2","3","3","1","1","3","2","1","2","1"
"9962","3","1","2","2","2","1","1","3","3","2","2","1"
"9963","3","1","2","2","1","1","1","1","2","1","1","1"
"9964","3","1","2","2","2","1","1","2","2","2","2","1"
"9965","3","1","3","3","3","1","1","1","2","1","2","1"
"9966","3","1","3","3","3","1","1","2","2","2","2","1"
"9967","3","1","2","2","2","1","1","1","2","1","2","1"
"9968","3","2","2","2","1","1","1","3","2","1","2","1"
"9969","3","1","3","3","2","3","1","2","1","1","1","8"
"9970","3","1","8","3","2","1","1","1","1","1","1","1"
"9971","3","1","2","4","3","1","1","1","1","1","1","1"
"9972","3","1","2","2","3","1","1","1","1","1","1","8"
"9973","3","1","2","2","1","1","1","1","1","1","1","1"
"9974","3","1","1","3","1","1","1","1","1","1","1","1"
"9975","3","1","3","3","3","3","1","1","3","1","1","1"
"9976","3","1","1","8","1","1","1","1","3","1","1","1"
"9977","3","1","2","2","2","3","1","98","3","1","1","1"
"9978","3","1","2","3","3","1","1","1","1","1","1","1"
"9979","3","1","2","2","1","1","1","1","1","1","1","1"
"9980","3","1","1","2","1","1","1","1","1","1","1","1"
"9981","3","1","8","3","3","3","1","1","3","1","1","1"
"9982","3","1","1","3","1","1","1","1","3","1","1","1"
"9983","3","1","1","3","3","1","1","1","1","1","1","1"
"9984","3","1","3","3","2","3","1","1","1","1","1","1"
"9985","3","1","2","3","1","1","1","1","1","1","1","1"
"9986","3","1","2","2","2","3","1","98","1","1","1","1"
"9987","3","1","2","3","4","3","8","2","3","1","1","1"
"9988","3","1","2","3","3","3","1","98","1","1","1","1"
"9989","3","1","1","2","1","1","1","98","2","1","1","1"
"9990","3","1","2","3","1","3","1","1","1","1","8","1"
"9991","3","1","3","3","3","3","1","98","3","1","1","1"
"9992","3","9","2","3","2","1","1","1","3","1","1","1"
"9993","3","1","1","3","3","3","1","98","3","8","8","1"
"9994","3","1","1","3","3","3","1","1","3","1","1","1"
"9995","3","1","2","2","2","1","1","98","1","1","1","1"
"9996","3","1","2","2","3","1","1","1","2","1","1","1"
"9997","3","1","1","2","1","1","1","98","1","1","1","1"
"9998","3","1","1","2","2","1","1","2","3","1","1","1"
"9999","3","9","1","3","1","1","1","2","3","1","1","1"
"10000","3","1","2","4","3","3","1","2","1","1","1","1"
"10001","3","1","3","3","3","3","1","98","1","1","1","1"
"10002","3","1","2","3","1","3","1","2","3","1","1","1"
"10003","3","1","2","3","3","1","1","1","1","1","1","1"
"10004","3","2","2","2","1","1","1","98","3","1","1","1"
"10005","3","1","1","3","1","1","1","98","3","1","1","1"
"10006","3","1","1","3","1","3","1","98","3","1","1","1"
"10007","3","1","3","2","3","1","1","1","1","1","1","1"
"10008","3","1","1","2","2","1","1","98","1","1","2","1"
"10009","3","1","2","4","3","1","1","2","1","8","1","8"
"10010","3","1","3","2","2","1","1","1","2","1","1","1"
"10011","3","2","2","3","3","1","1","4","2","1","2","2"
"10012","3","1","2","1","2","1","1","3","2","1","8","1"
"10013","3","1","2","2","3","1","1","4","8","2","2","8"
"10014","3","1","2","2","2","3","1","2","2","1","2","2"
"10015","3","1","2","1","2","3","1","2","1","1","1","1"
"10016","3","1","3","2","3","1","1","2","2","1","2","1"
"10017","3","1","2","2","2","1","1","3","8","8","1","8"
"10018","3","1","2","3","4","2","1","98","1","2","1","1"
"10019","3","1","2","2","2","1","1","1","2","1","2","2"
"10020","3","1","2","2","2","3","1","99","1","1","2","8"
"10021","3","1","1","4","2","1","1","2","2","1","2","8"
"10022","3","1","3","2","2","3","1","4","3","1","2","8"
"10023","3","1","2","3","1","1","1","1","2","1","2","8"
"10024","3","1","1","2","1","1","1","4","2","1","2","2"
"10025","3","1","2","2","1","1","1","1","3","2","1","2"
"10026","3","1","3","2","1","1","3","98","3","8","9","2"
"10027","3","1","2","4","1","2","1","97","2","1","2","2"
"10028","3","1","2","3","2","1","1","99","8","2","8","2"
"10029","3","1","2","2","1","1","1","98","2","1","2","8"
"10030","3","1","2","3","2","1","1","2","1","1","2","1"
"10031","3","2","4","4","2","1","8","2","2","1","2","1"
"10032","3","1","2","4","2","3","1","98","8","8","1","1"
"10033","3","8","2","2","3","1","8","4","1","1","2","1"
"10034","3","1","2","3","4","3","8","1","2","8","2","1"
"10035","3","1","2","2","3","1","1","4","8","1","1","2"
"10036","3","2","2","2","8","1","9","2","2","2","1","1"
"10037","3","1","2","2","2","1","1","2","8","1","1","1"
"10038","3","1","2","3","2","1","1","4","2","1","2","1"
"10039","3","1","2","2","2","1","1","4","1","1","2","1"
"10040","3","2","3","3","4","1","1","2","2","1","1","1"
"10041","3","1","2","2","2","1","1","2","1","1","2","2"
"10042","3","1","1","3","1","1","1","97","2","1","2","8"
"10043","3","1","1","3","2","1","1","1","1","1","2","8"
"10044","3","1","8","3","1","3","1","5","8","1","2","8"
"10045","3","2","3","4","1","3","1","5","2","1","2","8"
"10046","3","1","1","3","2","1","1","4","1","1","2","1"
"10047","3","2","1","4","1","1","3","99","3","1","2","8"
"10048","3","1","2","4","2","2","1","5","1","1","8","9"
"10049","3","1","2","2","2","1","1","98","1","1","2","8"
"10050","3","1","3","4","2","2","1","1","9","1","8","9"
"10051","3","1","2","2","1","2","9","1","1","1","1","1"
"10052","3","1","1","3","2","2","1","1","1","2","1","2"
"10053","3","1","2","2","2","1","2","1","1","1","2","1"
"10054","3","1","1","3","1","1","1","1","3","2","1","2"
"10055","3","1","1","3","1","1","3","1","1","2","8","2"
"10056","3","1","1","3","1","1","1","2","1","1","2","1"
"10057","3","1","2","3","1","1","1","2","2","1","2","1"
"10058","3","1","2","3","2","2","1","1","3","1","2","8"
"10059","3","1","1","3","1","1","1","3","1","1","2","8"
"10060","3","1","2","3","1","1","1","1","1","8","2","2"
"10061","3","1","2","3","1","1","8","1","1","1","2","1"
"10062","3","1","2","3","1","1","1","2","2","1","2","1"
"10063","3","1","2","3","1","1","1","2","3","2","2","2"
"10064","3","1","1","3","1","1","1","2","1","2","1","2"
"10065","3","1","1","3","1","1","2","1","1","2","2","2"
"10066","3","1","2","3","2","1","1","1","1","2","8","2"
"10067","3","1","2","2","1","1","1","2","1","1","2","1"
"10068","3","1","1","3","1","1","2","2","1","2","1","2"
"10069","3","1","1","3","2","1","1","2","2","1","2","8"
"10070","3","1","1","2","1","1","1","1","2","1","2","1"
"10071","3","1","1","3","1","1","1","1","1","1","2","8"
"10072","3","1","1","3","2","1","1","1","8","1","2","8"
"10073","3","2","2","2","1","2","1","1","2","2","2","1"
"10074","3","2","2","2","1","2","1","2","2","2","8","2"
"10075","3","2","3","2","1","1","8","2","2","2","2","1"
"10076","3","1","2","2","2","2","1","2","2","2","1","8"
"10077","3","1","1","2","2","1","1","2","2","1","1","1"
"10078","3","1","3","2","1","2","2","2","2","2","1","2"
"10079","3","1","1","2","1","1","1","2","2","2","1","2"
"10080","3","2","1","2","1","1","1","2","1","8","2","8"
"10081","3","1","2","2","3","3","1","2","2","2","8","1"
"10082","3","1","2","8","1","1","1","1","2","1","1","1"
"10083","3","8","2","2","2","1","9","2","2","2","2","1"
"10084","3","1","1","2","1","1","1","1","1","1","2","1"
"10085","3","1","2","2","1","1","1","2","1","2","1","8"
"10086","3","2","1","2","1","1","1","2","1","1","2","2"
"10087","3","1","1","2","3","1","1","1","8","1","2","8"
"10088","3","1","2","2","1","1","1","2","1","2","1","2"
"10089","3","1","3","2","2","1","1","1","1","1","2","1"
"10090","3","1","2","2","2","3","1","97","2","1","2","1"
"10091","3","1","3","2","2","3","1","1","2","1","2","1"
"10092","3","1","3","2","3","1","1","1","2","1","2","1"
"10093","3","1","3","2","2","1","1","1","2","1","1","2"
"10094","3","1","2","2","2","1","1","2","2","1","1","1"
"10095","3","1","2","2","2","1","1","1","2","1","2","2"
"10096","3","1","2","2","2","1","1","2","2","1","1","1"
"10097","3","1","2","2","2","1","1","2","2","1","1","1"
"10098","3","1","3","2","2","1","1","2","2","1","1","1"
"10099","3","2","2","3","2","3","1","2","2","2","1","1"
"10100","3","1","2","2","1","1","1","1","2","1","2","2"
"10101","3","1","2","2","2","1","1","2","2","1","1","1"
"10102","3","1","2","2","2","1","1","2","2","1","1","1"
"10103","3","1","2","2","2","1","1","2","2","1","1","1"
"10104","3","1","2","2","2","1","1","2","2","1","1","2"
"10105","3","1","2","2","1","1","1","2","2","1","1","1"
"10106","3","1","2","2","2","1","1","2","2","1","2","2"
"10107","3","1","3","2","2","1","1","2","2","1","1","1"
"10108","3","1","2","2","2","1","1","2","2","1","2","2"
"10109","3","1","2","2","2","1","1","2","2","1","1","1"
"10110","3","1","2","2","2","1","1","1","2","2","1","1"
"10111","3","1","1","2","1","1","1","2","2","1","1","1"
"10112","3","1","2","2","2","1","1","2","2","1","1","1"
"10113","3","1","2","2","1","1","1","2","2","1","1","1"
"10114","3","1","2","2","2","1","1","1","2","1","1","2"
"10115","3","1","3","2","3","3","1","1","1","1","1","1"
"10116","3","1","2","2","2","1","1","2","2","1","1","2"
"10117","3","1","2","2","2","1","1","2","2","1","1","1"
"10118","3","1","2","2","2","1","1","3","2","1","1","1"
"10119","3","1","2","2","2","1","1","2","2","1","1","1"
"10120","3","1","2","2","2","1","1","2","2","1","2","1"
"10121","3","1","2","2","2","1","1","2","2","1","1","1"
"10122","3","1","2","2","2","1","1","2","2","1","1","1"
"10123","3","1","2","2","2","1","1","2","2","1","1","1"
"10124","3","1","2","2","2","1","1","2","2","1","1","1"
"10125","3","1","2","2","2","1","1","2","2","1","1","2"
"10126","3","1","2","2","1","1","1","2","2","1","1","1"
"10127","3","1","2","2","2","1","1","2","1","2","2","2"
"10128","3","1","2","2","2","1","1","2","2","1","1","1"
"10129","3","1","2","2","2","1","1","2","2","1","1","1"
"10130","3","1","2","2","1","1","1","2","2","1","1","1"
"10131","3","1","2","2","2","1","1","2","2","1","2","1"
"10132","3","1","1","2","2","1","1","2","2","1","1","2"
"10133","3","1","2","2","2","1","1","2","2","1","1","1"
"10134","3","1","2","2","2","1","1","1","2","1","1","1"
"10135","3","1","2","2","2","1","1","1","1","1","1","1"
"10136","3","1","1","2","2","1","1","2","1","1","2","1"
"10137","3","1","1","2","2","1","1","1","2","2","1","1"
"10138","3","1","2","4","3","3","8","2","2","1","1","1"
"10139","3","1","2","4","2","1","1","1","1","2","2","1"
"10140","3","1","1","2","2","1","1","2","3","1","1","1"
"10141","3","1","1","3","2","1","1","1","1","1","1","1"
"10142","3","8","2","3","2","1","1","1","3","1","1","1"
"10143","3","1","2","3","2","3","1","2","2","1","1","1"
"10144","3","1","2","3","2","1","1","1","1","1","1","1"
"10145","3","1","1","2","2","1","1","1","1","1","1","1"
"10146","3","8","3","3","3","1","1","4","2","2","8","1"
"10147","3","1","2","3","2","1","1","1","1","1","1","1"
"10148","3","1","2","3","2","1","1","1","2","2","2","1"
"10149","3","1","3","4","3","3","1","1","2","1","1","1"
"10150","3","2","2","3","2","3","8","1","3","2","1","1"
"10151","3","8","2","4","3","3","8","2","2","1","2","1"
"10152","3","8","1","3","2","1","1","2","2","1","1","1"
"10153","3","1","2","4","3","3","8","1","1","1","1","1"
"10154","3","1","2","3","2","1","1","3","3","1","2","1"
"10155","3","1","3","4","3","3","1","1","3","1","1","1"
"10156","3","1","2","4","3","3","8","2","3","1","1","1"
"10157","3","2","3","2","3","1","1","1","3","1","1","1"
"10158","3","1","2","2","2","1","1","1","3","1","1","1"
"10159","3","1","1","3","2","1","1","1","2","1","2","1"
"10160","3","1","2","3","2","1","1","2","1","1","2","1"
"10161","3","1","2","4","3","3","8","2","2","1","1","1"
"10162","3","1","2","3","2","1","1","2","2","1","1","1"
"10163","3","1","2","2","2","1","1","2","2","1","2","1"
"10164","3","1","2","2","3","1","8","2","2","1","1","1"
"10165","3","1","1","3","2","1","1","2","2","1","1","1"
"10166","3","1","3","2","3","1","1","1","3","1","2","1"
"10167","3","1","2","3","2","3","1","2","1","8","1","1"
"10168","3","1","3","3","3","1","1","1","3","1","8","1"
"10169","3","8","2","4","3","3","1","2","2","1","1","1"
"10170","3","1","3","4","3","1","8","98","3","1","1","1"
"10171","3","1","2","3","2","1","1","1","3","2","2","1"
"10172","3","1","1","3","2","1","1","2","2","2","1","1"
"10173","3","1","2","4","3","1","8","2","2","1","1","1"
"10174","3","1","1","2","2","1","1","1","2","1","2","1"
"10175","3","1","2","3","2","1","1","1","1","1","2","1"
"10176","3","1","2","4","2","1","1","1","2","2","2","1"
"10177","3","1","2","3","2","1","1","2","2","1","1","1"
"10178","3","1","2","4","3","3","1","1","3","1","1","1"
"10179","3","1","2","2","2","1","1","2","2","1","2","1"
"10180","3","1","2","3","2","1","1","2","2","1","1","1"
"10181","3","1","2","2","2","1","1","1","1","1","1","1"
"10182","3","1","2","2","2","1","1","1","3","1","8","1"
"10183","3","1","2","2","2","1","1","1","3","1","1","1"
"10184","3","2","3","3","3","3","8","1","3","1","2","1"
"10185","3","1","2","2","2","1","1","1","2","1","2","1"
"10186","3","8","2","3","2","3","1","2","3","1","1","1"
"10187","3","2","2","3","3","3","8","1","3","1","2","1"
"10188","3","1","2","4","3","3","1","2","2","1","1","1"
"10189","3","1","2","3","2","1","1","1","1","1","1","1"
"10190","3","8","2","3","2","1","1","2","2","1","2","1"
"10191","3","1","2","4","2","1","1","2","2","1","1","1"
"10192","3","8","3","4","3","1","8","1","2","2","2","1"
"10193","3","1","2","4","3","2","1","2","2","1","1","1"
"10194","3","8","2","3","3","1","1","2","2","1","1","1"
"10195","3","1","1","2","2","1","1","1","1","2","2","1"
"10196","3","1","2","4","2","3","1","1","3","2","2","1"
"10197","3","1","1","3","2","3","1","2","2","1","2","1"
"10198","3","1","1","3","2","1","1","1","1","2","2","1"
"10199","3","1","1","3","2","1","1","2","1","1","1","1"
"10200","3","1","1","2","2","1","1","98","8","2","2","8"
"10201","3","1","3","9","3","1","1","2","2","2","2","1"
"10202","3","1","3","2","3","1","1","1","2","2","2","2"
"10203","3","1","8","4","3","2","1","98","9","9","9","9"
"10204","3","1","2","2","2","1","1","98","2","8","8","8"
"10205","3","1","2","2","2","1","1","2","2","2","2","8"
"10206","3","1","8","3","8","1","1","2","2","2","2","1"
"10207","3","1","8","2","3","1","1","2","2","2","2","8"
"10208","3","1","2","2","3","2","1","98","2","1","1","1"
"10209","3","1","2","3","3","3","1","98","2","2","2","8"
"10210","3","1","1","2","2","1","1","1","2","1","1","1"
"10211","3","1","2","9","1","1","1","2","1","1","2","1"
"10212","3","1","1","2","2","3","1","2","8","8","8","8"
"10213","3","1","8","2","2","1","1","98","8","8","8","8"
"10214","3","8","2","3","3","3","1","98","8","8","8","8"
"10215","3","8","2","3","4","2","8","98","8","8","8","8"
"10216","3","1","8","3","4","2","1","98","8","8","8","8"
"10217","3","1","1","2","3","1","1","98","2","1","1","1"
"10218","3","1","8","2","8","3","1","1","1","1","8","8"
"10219","3","1","2","2","3","1","1","98","2","2","8","8"
"10220","3","1","5","3","4","2","1","1","8","2","2","8"
"10221","3","1","2","2","2","1","1","1","3","2","1","1"
"10222","3","1","2","2","2","1","1","4","1","2","2","2"
"10223","3","1","2","2","2","1","1","1","2","2","1","2"
"10224","3","1","1","1","1","1","1","1","1","1","2","2"
"10225","3","1","2","2","2","1","1","1","1","2","1","1"
"10226","3","1","2","2","2","1","1","4","2","2","2","1"
"10227","3","1","2","2","2","1","1","4","2","2","1","2"
"10228","3","1","2","2","2","1","1","1","1","2","2","2"
"10229","3","1","2","2","2","3","1","1","2","2","1","1"
"10230","3","1","3","2","2","1","1","4","3","2","2","2"
"10231","3","1","2","2","2","1","1","1","1","1","2","1"
"10232","3","1","2","2","2","1","1","4","2","2","2","1"
"10233","3","1","1","2","2","1","1","4","2","2","2","1"
"10234","3","1","3","1","1","1","1","1","1","2","2","2"
"10235","3","1","2","2","2","1","1","1","1","1","1","1"
"10236","3","1","1","2","2","1","1","1","1","2","1","1"
"10237","3","1","2","2","2","1","1","1","3","2","1","1"
"10238","3","1","2","3","2","1","1","1","2","2","1","1"
"10239","3","1","2","2","2","1","1","4","3","2","2","2"
"10240","3","1","2","2","2","1","1","4","1","2","1","1"
"10241","3","1","2","2","2","1","1","4","3","1","1","1"
"10242","3","1","1","2","2","1","1","4","2","2","2","2"
"10243","3","1","2","9","2","1","1","1","1","1","2","2"
"10244","3","1","2","1","1","1","1","4","2","2","2","1"
"10245","3","1","4","2","1","1","1","3","1","2","2","2"
"10246","3","1","3","2","1","1","1","2","1","2","2","2"
"10247","3","1","3","2","2","1","1","1","1","1","2","1"
"10248","3","2","3","3","4","1","1","2","1","2","1","2"
"10249","3","1","2","2","3","1","1","4","1","2","1","2"
"10250","3","2","4","4","3","3","1","2","2","1","2","2"
"10251","3","1","3","3","2","1","1","1","2","2","2","2"
"10252","3","1","1","2","2","3","1","1","1","2","1","1"
"10253","3","1","3","1","3","1","1","4","3","1","2","2"
"10254","3","1","2","1","1","1","1","2","1","2","2","1"
"10255","3","1","1","2","2","1","1","4","1","2","1","1"
"10256","3","1","2","1","2","1","1","2","1","2","2","2"
"10257","3","1","1","2","1","1","1","3","2","2","2","2"
"10258","3","1","3","2","2","1","1","1","1","1","1","2"
"10259","3","1","2","4","2","3","1","1","1","2","2","2"
"10260","3","1","2","2","2","1","1","97","1","2","1","1"
"10261","3","1","2","1","1","1","1","1","2","2","2","2"
"10262","3","1","4","2","2","1","1","3","1","1","1","1"
"10263","3","1","3","1","3","1","1","1","1","2","2","2"
"10264","3","1","2","2","1","1","1","2","1","1","2","1"
"10265","3","1","2","2","2","2","1","1","2","1","2","2"
"10266","3","1","2","2","2","1","1","1","2","1","1","2"
"10267","3","1","2","2","3","3","2","1","2","2","1","2"
"10268","3","2","3","2","3","2","2","1","2","1","1","2"
"10269","3","1","2","2","3","1","1","4","1","2","2","1"
"10270","3","1","2","2","2","1","1","4","2","1","1","2"
"10271","3","1","2","2","2","1","1","1","2","1","1","2"
"10272","3","1","2","2","2","1","1","1","1","1","1","2"
"10273","3","2","1","2","1","1","1","1","1","1","1","2"
"10274","3","1","1","2","2","1","1","1","1","1","1","1"
"10275","3","1","1","3","3","1","1","4","1","2","1","1"
"10276","3","1","1","2","2","1","1","2","2","2","1","2"
"10277","3","1","2","2","2","1","1","1","1","2","1","1"
"10278","3","1","1","2","1","1","1","2","1","1","1","1"
"10279","3","1","2","2","2","1","1","1","2","2","1","2"
"10280","3","1","1","2","1","1","1","1","1","1","2","2"
"10281","3","1","1","2","1","1","2","1","1","2","2","1"
"10282","3","1","3","3","2","1","1","1","1","2","1","2"
"10283","3","1","1","4","2","1","1","1","1","1","9","9"
"10284","3","1","2","2","2","1","1","2","1","1","2","2"
"10285","3","1","1","2","1","1","1","4","1","1","1","1"
"10286","3","1","1","2","2","1","1","1","1","1","1","1"
"10287","3","1","2","2","1","1","1","1","1","2","1","2"
"10288","3","1","2","3","1","1","3","1","2","2","1","2"
"10289","3","1","2","2","1","3","3","1","1","1","2","1"
"10290","3","1","2","2","2","1","1","1","2","1","1","2"
"10291","3","1","1","2","1","1","1","1","1","1","1","1"
"10292","3","1","2","2","2","1","1","2","1","1","1","2"
"10293","3","1","1","2","1","3","3","1","1","1","1","1"
"10294","3","1","2","2","2","2","3","2","2","2","1","1"
"10295","3","1","2","2","2","2","1","4","2","1","1","2"
"10296","3","1","2","2","2","3","3","1","2","2","1","2"
"10297","3","1","2","2","2","1","1","1","1","1","1","1"
"10298","3","2","3","2","3","3","3","1","2","1","1","2"
"10299","3","1","1","2","1","1","1","1","1","2","1","2"
"10300","3","1","1","2","1","1","1","1","1","2","1","1"
"10301","3","1","3","2","3","1","1","1","1","1","1","1"
"10302","3","1","3","2","3","3","3","4","1","1","2","1"
"10303","3","1","1","2","2","1","1","4","1","2","1","1"
"10304","3","1","2","2","2","1","1","1","1","1","1","1"
"10305","3","1","1","3","3","1","1","1","2","1","1","1"
"10306","3","1","3","2","2","1","1","4","1","2","1","1"
"10307","3","1","2","2","2","1","1","1","1","1","1","1"
"10308","3","1","2","2","1","1","1","2","1","1","1","2"
"10309","3","1","3","2","2","1","1","4","1","1","1","1"
"10310","3","1","1","2","2","1","1","1","3","1","1","1"
"10311","3","1","2","9","1","3","2","4","9","2","8","1"
"10312","3","1","2","2","3","3","1","4","1","1","1","1"
"10313","3","1","2","2","2","3","1","4","3","1","1","1"
"10314","3","1","2","2","1","1","1","4","3","1","1","1"
"10315","3","1","2","2","1","1","1","4","3","1","1","1"
"10316","3","1","3","3","3","3","1","4","1","1","1","1"
"10317","3","1","1","2","2","1","1","2","3","1","2","1"
"10318","3","1","2","3","2","1","1","3","3","1","1","1"
"10319","3","1","3","2","3","1","1","4","3","1","1","1"
"10320","3","1","2","2","3","1","1","1","3","1","1","1"
"10321","3","1","2","3","3","1","1","4","3","1","1","1"
"10322","3","8","1","2","2","1","1","4","3","1","1","1"
"10323","3","1","1","2","1","1","1","1","3","1","2","1"
"10324","3","1","1","1","1","1","1","2","2","1","1","1"
"10325","3","1","1","1","1","1","1","1","2","1","2","1"
"10326","3","1","1","2","2","1","1","1","3","1","2","1"
"10327","3","1","1","2","3","1","1","1","1","1","1","1"
"10328","3","2","3","4","4","3","1","2","1","1","2","1"
"10329","3","1","1","2","1","1","3","1","1","1","2","1"
"10330","3","1","2","2","1","1","1","1","1","1","1","1"
"10331","3","1","1","2","1","1","1","1","2","2","1","1"
"10332","3","1","2","3","2","3","1","97","3","1","2","1"
"10333","3","2","3","2","3","1","1","2","2","1","2","2"
"10334","3","1","1","2","1","1","1","1","2","1","2","1"
"10335","3","1","1","2","1","1","1","97","2","1","2","2"
"10336","3","1","1","2","1","1","1","2","3","1","2","1"
"10337","3","1","1","2","1","1","1","1","1","1","1","1"
"10338","3","1","1","2","1","1","1","97","2","1","1","1"
"10339","3","2","1","3","2","1","1","3","3","1","2","2"
"10340","3","1","2","3","2","3","3","1","1","1","1","1"
"10341","3","1","3","2","1","1","2","97","2","2","2","2"
"10342","3","1","2","3","1","1","1","97","3","1","1","2"
"10343","3","2","1","3","2","2","1","97","2","2","1","2"
"10344","3","2","2","2","1","3","3","97","2","2","2","1"
"10345","3","1","1","1","1","1","2","97","3","1","2","1"
"10346","3","1","3","3","2","3","1","4","3","2","2","1"
"10347","3","1","1","2","1","3","2","2","3","2","2","2"
"10348","3","1","2","1","1","2","3","97","3","2","2","1"
"10349","3","1","1","2","1","1","1","2","2","1","1","1"
"10350","3","1","2","2","1","1","1","2","2","2","1","2"
"10351","3","1","2","2","2","1","1","2","2","1","2","2"
"10352","3","1","2","2","3","1","1","2","1","2","1","2"
"10353","3","1","2","2","3","1","1","2","3","2","1","1"
"10354","3","1","2","2","1","1","1","2","2","1","2","1"
"10355","3","1","2","2","1","1","1","1","3","1","1","2"
"10356","3","1","2","2","1","1","1","2","3","1","1","2"
"10357","3","1","1","2","3","1","1","2","1","1","2","1"
"10358","3","1","2","3","1","1","1","2","2","1","2","1"
"10359","3","1","1","2","2","1","1","1","3","1","2","1"
"10360","3","1","1","2","1","1","3","3","2","1","2","1"
"10361","3","1","1","3","2","1","1","1","1","1","2","1"
"10362","3","1","1","2","1","1","1","2","2","1","1","1"
"10363","3","1","1","2","1","1","3","1","2","2","2","1"
"10364","3","1","1","2","4","1","3","2","2","1","1","1"
"10365","3","1","1","3","3","1","1","2","3","1","2","1"
"10366","3","1","2","2","3","1","1","2","3","1","2","2"
"10367","3","1","2","2","2","1","1","2","1","1","1","1"
"10368","3","1","1","2","2","1","1","2","3","1","2","2"
"10369","3","1","2","2","2","1","1","2","2","2","1","2"
"10370","3","2","3","3","4","2","3","1","3","1","1","1"
"10371","3","1","3","2","1","1","1","1","2","2","1","1"
"10372","3","1","2","2","2","1","1","1","3","2","1","1"
"10373","3","1","1","2","1","1","1","4","3","2","1","2"
"10374","3","2","2","2","2","2","1","1","3","1","2","1"
"10375","3","2","2","3","1","1","3","2","1","2","1","2"
"10376","3","1","2","2","1","1","1","1","3","1","1","1"
"10377","3","1","1","2","3","1","1","1","2","1","2","1"
"10378","3","1","2","2","3","1","1","1","1","1","1","1"
"10379","3","1","1","2","1","1","1","4","1","1","1","1"
"10380","3","2","2","2","2","1","1","1","2","1","1","1"
"10381","3","1","2","2","3","1","1","1","2","2","1","1"
"10382","3","1","2","2","3","1","1","1","1","1","1","1"
"10383","3","1","1","2","1","1","1","1","3","2","2","1"
"10384","3","1","2","2","2","1","1","2","3","1","1","2"
"10385","3","1","2","2","2","1","1","4","2","1","2","1"
"10386","3","1","1","2","1","1","1","1","3","1","1","1"
"10387","3","1","3","9","3","1","1","1","2","1","1","1"
"10388","3","1","2","2","1","1","1","4","1","2","2","1"
"10389","3","1","1","2","2","1","1","1","1","2","2","1"
"10390","3","1","2","2","3","3","1","1","1","2","1","1"
"10391","3","1","2","2","2","1","1","4","1","2","1","1"
"10392","3","1","2","2","1","1","1","1","2","1","1","1"
"10393","3","1","3","3","2","3","1","1","1","2","1","1"
"10394","3","1","2","2","3","1","1","5","2","2","2","1"
"10395","3","1","2","2","3","1","1","1","2","2","1","1"
"10396","3","1","3","3","3","3","1","1","2","1","1","2"
"10397","3","1","2","3","3","1","9","1","2","2","2","1"
"10398","3","1","2","3","3","1","1","5","2","1","1","1"
