"ID","country","Q2","Q4","Q5","Q6","Q6N","Q7","Q23","Q30","Q46a","Q46b","Q46c"
"8959","3","1","2","2","2","1","1","1","3","1","2","1"
"8960","3","1","2","1","1","1","1","1","1","1","2","2"
"8961","3","1","3","3","3","1","1","1","1","1","1","2"
"8962","3","1","2","2","1","1","1","1","1","1","2","2"
"8963","3","2","3","3","3","1","1","1","3","1","2","2"
"8964","3","1","2","2","1","1","1","1","1","2","1","1"
"8965","3","1","1","8","3","1","1","1","2","2","8","8"
"8966","3","1","2","2","2","1","1","1","1","1","1","2"
"8967","3","1","2","2","1","1","1","1","2","1","2","1"
"8968","3","1","1","2","2","1","1","1","1","1","1","2"
"8969","3","1","1","2","2","1","1","1","3","1","2","1"
"8970","3","1","1","3","3","1","1","1","3","2","1","1"
"8971","3","1","2","2","2","3","1","1","1","1","1","2"
"8972","3","1","2","3","2","1","1","1","1","1","2","1"
"8973","3","1","2","2","2","1","1","1","1","1","2","1"
"8974","3","1","1","2","1","1","1","1","1","1","2","1"
"8975","3","1","2","1","1","1","1","1","3","1","1","2"
"8976","3","1","2","2","2","1","1","1","1","1","2","1"
"8977","3","1","2","2","3","1","1","1","3","2","1","1"
"8978","3","1","1","2","2","1","1","1","1","1","1","2"
"8979","3","1","2","1","2","1","1","1","1","1","2","2"
"8980","3","1","2","2","2","3","1","1","1","1","2","2"
"8981","3","1","3","3","3","3","1","1","1","1","1","2"
"8982","3","1","2","2","2","1","1","1","1","1","1","2"
"8983","3","1","3","2","2","3","1","1","3","1","2","1"
"8984","3","1","2","3","2","3","1","1","3","1","2","1"
"8985","3","1","2","2","1","1","1","1","1","1","2","1"
"8986","3","1","2","2","3","1","1","1","1","1","2","2"
"8987","3","1","2","2","2","1","1","4","3","2","2","2"
"8988","3","1","2","2","2","3","1","1","1","1","1","2"
"8989","3","1","2","2","2","1","1","1","1","1","1","2"
"8990","3","1","3","2","3","1","1","1","1","1","2","1"
"8991","3","1","3","3","3","3","1","1","3","1","2","1"
"8992","3","1","2","2","2","1","1","1","2","1","2","2"
"8993","3","1","2","2","2","1","1","1","1","1","2","2"
"8994","3","1","2","2","1","1","1","1","1","1","1","2"
"8995","3","1","3","2","2","1","1","1","1","1","1","2"
"8996","3","1","2","2","2","1","1","1","3","1","1","2"
"8997","3","1","2","2","1","1","1","1","2","1","2","1"
"8998","3","8","1","3","3","1","2","4","1","1","1","1"
"8999","3","1","1","2","1","1","1","1","1","1","1","1"
"9000","3","1","2","2","1","1","1","4","1","1","1","1"
"9001","3","1","1","3","1","1","1","1","1","1","1","1"
"9002","3","1","2","3","2","1","1","3","1","1","1","1"
"9003","3","1","2","2","1","1","1","3","1","2","1","2"
"9004","3","1","1","3","2","1","1","1","1","1","1","1"
"9005","3","1","2","2","2","1","1","4","1","1","1","1"
"9006","3","1","2","3","2","1","1","2","2","1","1","2"
"9007","3","1","2","2","2","1","1","1","1","1","1","1"
"9008","3","2","3","3","2","1","1","1","1","8","8","8"
"9009","3","1","2","2","3","1","1","4","1","1","1","1"
"9010","3","1","2","2","2","8","1","1","1","1","1","1"
"9011","3","2","1","2","3","1","1","1","1","1","1","1"
"9012","3","1","1","3","2","2","1","1","1","1","1","1"
"9013","3","1","2","2","2","1","1","1","1","1","1","1"
"9014","3","1","1","2","1","1","1","2","1","1","1","1"
"9015","3","1","4","3","4","2","1","1","2","1","1","1"
"9016","3","2","2","3","2","1","1","4","1","1","1","1"
"9017","3","1","2","3","2","1","1","1","1","1","1","1"
"9018","3","1","3","3","2","1","1","1","2","1","1","1"
"9019","3","8","3","3","2","1","1","4","1","1","1","1"
"9020","3","1","2","2","2","1","1","1","1","1","1","1"
"9021","3","1","2","2","2","3","1","1","1","1","1","1"
"9022","3","1","2","3","2","1","1","1","3","1","1","1"
"9023","3","1","3","2","4","1","1","4","1","1","1","1"
"9024","3","1","1","2","1","8","3","1","1","1","1","1"
"9025","3","1","2","2","2","1","1","1","1","1","1","1"
"9026","3","2","3","2","1","1","1","1","1","1","1","1"
"9027","3","1","1","2","1","1","1","1","1","1","1","1"
"9028","3","1","2","3","2","8","1","1","1","1","1","1"
"9029","3","1","1","2","2","8","1","1","1","1","1","1"
"9030","3","1","2","2","2","1","8","2","1","1","1","1"
"9031","3","1","4","3","2","3","1","4","1","1","1","1"
"9032","3","1","3","2","2","2","1","2","2","1","1","2"
"9033","3","1","2","2","1","1","1","1","2","1","1","2"
"9034","3","2","2","3","3","3","1","2","1","1","2","1"
"9035","3","1","2","2","2","1","1","2","2","1","2","1"
"9036","3","1","2","2","2","1","1","1","1","1","1","2"
"9037","3","1","2","4","3","1","1","2","2","2","1","1"
"9038","3","1","3","2","2","3","2","2","3","1","1","1"
"9039","3","1","2","2","2","3","1","1","2","1","2","2"
"9040","3","1","2","2","1","1","1","2","2","1","1","1"
"9041","3","1","2","2","2","1","1","2","3","1","1","1"
"9042","3","2","2","2","2","2","1","2","2","1","1","2"
"9043","3","1","2","3","2","1","1","1","2","1","1","2"
"9044","3","2","2","3","2","3","1","2","1","1","1","1"
"9045","3","1","2","2","2","1","1","2","1","1","1","2"
"9046","3","2","2","2","3","3","1","1","1","1","1","1"
"9047","3","1","2","2","3","1","1","2","1","2","2","1"
"9048","3","1","3","2","3","1","1","2","2","1","1","1"
"9049","3","1","8","2","2","3","1","1","3","1","1","1"
"9050","3","2","9","2","2","1","1","1","1","1","1","2"
"9051","3","1","2","2","2","1","1","2","3","1","1","2"
"9052","3","1","8","3","8","1","2","2","1","2","2","8"
"9053","3","8","2","3","2","1","1","2","1","1","1","2"
"9054","3","1","1","1","1","3","1","2","2","1","1","1"
"9055","3","1","2","4","2","1","2","1","1","1","2","2"
"9056","3","1","8","2","3","2","1","3","1","1","1","2"
"9057","3","1","4","2","2","3","1","1","3","1","9","9"
"9058","3","1","4","3","4","3","8","2","2","1","1","1"
"9059","3","1","2","3","2","1","1","2","1","1","2","1"
"9060","3","1","1","2","3","3","1","1","2","1","1","1"
"9061","3","2","3","3","2","1","1","1","2","1","1","1"
"9062","3","2","5","3","4","1","1","1","1","1","2","2"
"9063","3","1","3","2","3","1","1","98","2","1","1","1"
"9064","3","1","3","2","2","1","1","2","8","8","8","8"
"9065","3","1","3","3","3","1","1","1","1","2","1","2"
"9066","3","1","3","2","3","1","1","1","3","1","1","1"
"9067","3","1","8","2","3","1","1","1","3","1","8","8"
"9068","3","1","3","2","3","1","1","98","3","1","2","2"
"9069","3","1","3","3","3","3","1","1","1","1","1","1"
"9070","3","1","4","4","3","2","3","1","1","1","1","1"
"9071","3","1","3","2","3","3","1","1","2","1","1","2"
"9072","3","1","1","3","3","3","1","2","1","1","2","2"
"9073","3","1","3","2","3","1","3","1","2","2","2","1"
"9074","3","2","1","4","1","1","1","4","2","1","2","1"
"9075","3","1","2","4","2","1","1","2","2","1","1","1"
"9076","3","1","2","9","2","3","1","98","8","8","8","8"
"9077","3","1","2","9","3","3","3","98","3","2","2","2"
"9078","3","1","4","3","2","2","1","98","8","1","1","2"
"9079","3","1","4","3","4","3","2","98","8","1","1","1"
"9080","3","2","4","3","4","3","3","98","3","2","1","1"
"9081","3","1","4","3","2","3","1","1","2","2","2","1"
"9082","3","1","2","3","3","8","3","98","8","2","8","8"
"9083","3","1","1","2","4","1","1","1","2","2","1","1"
"9084","3","1","2","3","4","2","2","1","2","2","1","1"
"9085","3","2","2","3","2","3","2","1","2","2","2","1"
"9086","3","1","3","8","2","3","8","1","2","1","2","1"
"9087","3","1","2","2","3","3","2","4","2","2","2","1"
"9088","3","1","1","2","2","1","1","2","1","2","1","1"
"9089","3","1","3","3","4","1","8","2","3","1","1","1"
"9090","3","1","2","2","3","3","1","2","3","1","1","1"
"9091","3","1","2","2","3","3","1","1","3","2","1","1"
"9092","3","2","4","3","2","3","2","1","2","2","1","1"
"9093","3","1","3","2","1","1","1","2","1","2","2","2"
"9094","3","1","8","2","1","1","2","1","1","2","2","2"
"9095","3","2","2","2","3","3","9","1","1","2","1","2"
"9096","3","1","2","2","2","1","2","98","2","2","1","8"
"9097","3","1","1","3","1","1","2","1","1","2","2","2"
"9098","3","2","3","4","3","1","2","97","2","2","2","2"
"9099","3","2","2","2","1","3","1","1","1","2","2","1"
"9100","3","1","2","3","3","3","1","2","1","2","2","1"
"9101","3","1","2","2","1","1","2","2","2","2","2","2"
"9102","3","1","4","3","2","3","1","1","1","1","2","1"
"9103","3","1","3","2","2","1","1","1","1","2","2","2"
"9104","3","1","2","2","3","3","1","97","2","2","2","1"
"9105","3","1","2","2","2","1","1","1","2","2","2","1"
"9106","3","1","3","2","1","1","1","97","2","2","2","1"
"9107","3","1","1","1","1","1","1","1","1","2","2","1"
"9108","3","1","1","1","2","1","1","97","2","2","2","1"
"9109","3","1","2","2","3","3","1","1","2","1","1","1"
"9110","3","1","3","1","1","1","1","1","2","2","2","1"
"9111","3","1","2","2","2","3","1","97","2","2","2","1"
"9112","3","1","1","3","3","3","1","98","2","2","2","1"
"9113","3","1","3","2","2","3","1","97","2","2","2","1"
"9114","3","2","4","4","4","3","3","1","1","2","2","1"
"9115","3","1","2","2","1","1","1","1","1","1","1","1"
"9116","3","2","8","3","4","3","1","1","1","1","1","1"
"9117","3","1","2","2","2","3","1","2","8","9","9","9"
"9118","3","8","3","4","3","1","8","1","9","1","2","2"
"9119","3","2","2","2","2","1","1","1","2","1","2","1"
"9120","3","1","3","2","2","1","1","2","2","1","2","1"
"9121","3","8","2","3","3","3","8","5","8","8","8","8"
"9122","3","2","4","3","2","3","2","1","3","1","2","1"
"9123","3","2","4","3","2","1","1","1","1","1","2","1"
"9124","3","1","2","3","3","3","1","1","9","2","1","1"
"9125","3","1","2","2","1","1","8","1","2","1","2","1"
"9126","3","2","3","3","2","3","2","1","2","1","2","1"
"9127","3","1","4","2","2","1","1","1","2","2","1","2"
"9128","3","1","2","2","2","3","1","1","3","1","1","1"
"9129","3","2","3","3","3","3","8","2","2","1","1","1"
"9130","3","1","4","3","4","3","2","1","2","1","2","1"
"9131","3","1","3","2","3","1","8","1","2","1","1","1"
"9132","3","1","2","2","2","1","8","1","3","1","2","1"
"9133","3","2","4","3","4","3","3","1","1","1","1","1"
"9134","3","1","3","3","4","3","8","2","3","1","1","1"
"9135","3","1","2","2","3","1","1","2","1","2","2","2"
"9136","3","1","3","2","3","1","1","98","1","2","2","2"
"9137","3","1","2","3","3","1","1","1","8","2","2","2"
"9138","3","1","2","2","3","1","1","2","3","2","2","2"
"9139","3","1","2","2","2","1","1","2","2","1","2","1"
"9140","3","2","3","3","3","3","1","98","8","2","2","2"
"9141","3","1","2","3","2","1","1","1","2","2","2","2"
"9142","3","2","2","3","3","3","1","98","2","2","2","2"
"9143","3","1","2","2","2","3","1","1","8","2","2","2"
"9144","3","1","2","2","3","1","1","2","2","2","2","2"
"9145","3","8","2","3","2","1","1","98","8","2","2","2"
"9146","3","2","2","9","4","2","2","98","2","2","2","1"
"9147","3","2","2","3","3","1","1","1","1","1","2","2"
"9148","3","2","2","3","2","3","2","1","3","1","1","1"
"9149","3","2","2","4","8","3","8","1","8","1","2","1"
"9150","3","1","2","8","2","2","8","1","3","1","8","1"
"9151","3","2","4","3","2","3","1","1","2","2","1","1"
"9152","3","2","2","2","1","3","2","1","2","2","2","1"
"9153","3","2","4","4","4","1","2","1","3","1","1","1"
"9154","3","1","1","2","3","3","3","1","3","1","8","1"
"9155","3","1","1","2","1","3","2","2","1","1","2","1"
"9156","3","1","2","3","2","3","1","1","2","2","1","1"
"9157","3","1","1","2","2","1","1","97","2","2","2","2"
"9158","3","1","2","9","2","1","1","2","1","2","2","2"
"9159","3","1","1","2","1","1","1","1","2","2","2","2"
"9160","3","1","2","2","1","8","3","1","1","2","2","2"
"9161","3","1","2","2","2","1","1","2","2","1","1","2"
"9162","3","1","2","2","1","1","1","2","2","1","1","2"
"9163","3","1","2","2","1","1","1","2","1","2","2","2"
"9164","3","1","1","2","1","1","1","2","2","2","2","2"
"9165","3","1","3","3","2","1","1","1","1","1","2","1"
"9166","3","1","2","2","2","1","1","2","2","2","1","1"
"9167","3","1","8","8","9","9","8","98","1","1","2","1"
"9168","3","1","1","3","2","3","1","1","2","1","2","8"
"9169","3","2","1","3","2","1","1","1","3","1","1","1"
"9170","3","1","1","2","2","1","1","2","2","1","1","1"
"9171","3","1","2","2","1","1","1","2","3","1","1","1"
"9172","3","2","5","4","5","2","2","99","9","1","2","1"
"9173","3","1","2","2","3","1","1","1","8","1","2","1"
"9174","3","2","8","9","3","1","1","98","8","1","8","1"
"9175","3","2","4","3","2","3","8","1","1","2","2","2"
"9176","3","2","2","3","2","2","1","1","2","2","1","1"
"9177","3","2","8","2","2","3","3","1","8","1","2","1"
"9178","3","1","2","2","2","1","1","2","2","1","1","1"
"9179","3","2","2","4","2","3","1","1","2","1","2","1"
"9180","3","1","3","2","3","3","1","2","2","1","2","1"
"9181","3","1","3","1","3","3","1","2","2","1","8","1"
"9182","3","1","3","8","2","3","1","2","2","1","8","1"
"9183","3","2","4","9","3","3","1","2","2","2","2","1"
"9184","3","2","3","2","2","3","1","2","2","1","8","1"
"9185","3","2","2","3","3","3","1","2","2","1","8","1"
"9186","3","1","2","1","2","3","1","1","2","1","8","1"
"9187","3","1","1","2","1","1","1","1","2","1","8","1"
"9188","3","1","1","1","1","1","1","2","1","1","2","1"
"9189","3","1","2","2","1","1","1","1","1","1","1","1"
"9190","3","1","1","1","1","1","1","2","2","1","2","1"
"9191","3","2","3","3","3","3","3","2","3","2","2","1"
"9192","3","1","2","2","2","3","3","1","2","1","1","1"
"9193","3","1","1","1","1","1","1","1","1","1","2","1"
"9194","3","1","1","2","1","1","1","2","1","1","1","1"
"9195","3","1","1","2","1","1","1","1","1","1","1","1"
"9196","3","1","1","2","1","1","1","2","1","1","1","2"
"9197","3","1","4","3","2","1","2","1","2","2","2","1"
"9198","3","1","2","2","2","1","3","2","3","1","1","1"
"9199","3","2","3","3","3","3","3","2","2","2","2","1"
"9200","3","1","2","2","3","3","1","2","2","2","2","1"
"9201","3","1","3","1","3","1","1","2","2","2","2","1"
"9202","3","1","2","3","2","1","1","1","2","2","1","1"
"9203","3","1","2","2","1","1","1","2","2","2","1","1"
"9204","3","1","1","2","2","1","1","2","2","2","1","1"
"9205","3","1","2","2","2","1","1","2","2","1","1","2"
"9206","3","1","2","2","1","1","1","2","2","1","1","1"
"9207","3","1","2","2","2","1","1","2","2","2","1","1"
"9208","3","1","1","2","2","1","1","2","1","1","2","8"
"9209","3","1","2","2","1","1","8","1","1","1","2","1"
"9210","3","1","2","2","1","1","8","2","2","2","8","2"
"9211","3","1","1","2","1","2","1","2","1","1","2","8"
"9212","3","1","2","2","1","1","1","1","1","1","2","1"
"9213","3","2","2","2","1","1","8","2","1","2","2","1"
"9214","3","1","1","3","1","1","1","1","1","8","2","8"
"9215","3","1","1","2","1","1","2","1","2","2","1","2"
"9216","3","8","2","2","1","1","8","1","1","8","2","1"
"9217","3","2","2","2","1","1","1","1","2","8","1","2"
"9218","3","1","2","2","1","1","1","2","2","8","1","2"
"9219","3","1","2","2","2","1","1","2","2","2","2","1"
"9220","3","1","2","2","2","1","1","2","2","1","1","2"
"9221","3","1","2","2","2","1","1","2","2","1","1","2"
"9222","3","1","2","2","1","1","1","2","1","1","2","1"
"9223","3","1","2","2","2","1","3","2","2","1","1","2"
"9224","3","1","2","2","2","3","1","2","2","1","1","2"
"9225","3","1","2","2","2","1","1","2","2","1","1","1"
"9226","3","1","3","2","3","1","1","2","2","1","2","2"
"9227","3","1","2","2","2","3","1","2","2","1","1","2"
"9228","3","1","2","2","2","1","1","2","2","2","1","1"
"9229","3","1","3","2","2","1","1","2","2","1","1","2"
"9230","3","1","1","2","1","1","1","1","2","1","2","1"
"9231","3","1","2","2","2","2","8","2","1","2","1","2"
"9232","3","1","2","2","1","2","8","2","1","2","1","2"
"9233","3","1","2","2","1","1","1","2","1","1","1","8"
"9234","3","1","1","3","2","2","1","4","2","8","2","8"
"9235","3","1","2","8","1","2","1","1","1","8","8","2"
"9236","3","1","2","2","2","1","1","2","2","1","2","8"
"9237","3","1","1","2","1","1","8","2","1","8","2","8"
"9238","3","1","2","2","1","1","1","2","3","2","8","2"
"9239","3","1","2","2","1","1","1","2","2","1","2","1"
"9240","3","1","2","2","1","1","1","2","1","8","2","8"
"9241","3","2","2","3","2","2","1","2","2","2","2","1"
"9242","3","1","2","2","2","1","1","2","2","1","2","8"
"9243","3","1","2","3","1","1","1","2","1","1","2","8"
"9244","3","9","2","2","3","2","1","2","1","2","1","2"
"9245","3","8","8","8","8","8","8","1","1","2","1","8"
"9246","3","1","2","2","2","2","2","2","1","2","1","1"
"9247","3","8","4","3","4","2","8","1","3","1","2","8"
"9248","3","9","3","3","4","2","1","2","2","2","2","1"
"9249","3","1","3","3","4","2","2","1","8","1","9","9"
"9250","3","8","3","2","1","2","1","1","1","2","9","1"
"9251","3","2","3","2","2","3","3","97","1","1","2","1"
"9252","3","1","2","1","1","1","1","2","8","8","8","8"
"9253","3","1","2","2","3","1","8","1","8","8","8","8"
"9254","3","1","2","2","1","1","8","1","8","2","2","2"
"9255","3","1","2","2","1","1","1","1","8","1","1","2"
"9256","3","8","2","2","2","3","8","2","2","1","2","1"
"9257","3","8","2","3","2","2","8","1","8","2","1","1"
"9258","3","1","2","2","2","1","1","2","1","1","1","1"
"9259","3","1","1","2","2","1","1","1","8","2","2","1"
"9260","3","1","2","2","1","1","1","1","1","1","2","1"
"9261","3","8","1","2","2","3","1","2","1","1","1","2"
"9262","3","1","4","2","3","1","1","1","2","1","1","1"
"9263","3","1","3","4","3","8","8","2","2","1","1","1"
"9264","3","1","2","3","4","3","8","2","1","1","1","1"
"9265","3","1","1","3","1","1","1","2","8","1","1","1"
"9266","3","1","2","2","2","1","1","2","2","2","1","1"
"9267","3","1","4","2","4","1","1","97","3","1","1","1"
"9268","3","1","3","3","2","1","1","1","3","1","1","1"
"9269","3","1","2","2","2","1","1","2","2","2","1","1"
"9270","3","2","4","3","4","1","1","97","1","2","1","1"
"9271","3","1","2","2","2","1","1","2","2","2","1","1"
"9272","3","1","2","2","2","1","1","2","1","1","1","1"
"9273","3","1","3","3","2","3","2","2","2","1","1","1"
"9274","3","1","2","2","2","1","1","2","1","1","1","2"
"9275","3","1","2","3","2","1","1","1","1","1","2","2"
"9276","3","8","2","2","2","1","8","2","1","1","2","2"
"9277","3","1","1","2","2","1","2","2","2","1","2","2"
"9278","3","1","1","2","1","3","1","2","1","1","1","1"
"9279","3","1","2","3","2","1","1","2","2","1","1","2"
"9280","3","1","2","2","2","2","2","2","1","2","8","8"
"9281","3","1","1","3","2","3","8","2","1","1","1","1"
"9282","3","1","2","8","2","3","8","99","2","1","1","1"
"9283","3","1","3","2","2","1","2","2","2","1","2","2"
"9284","3","1","2","2","2","1","1","1","2","1","1","2"
"9285","3","1","1","2","2","3","3","2","2","8","8","8"
"9286","3","1","2","2","2","2","2","1","2","2","1","2"
"9287","3","1","2","2","2","1","1","1","2","1","2","8"
"9288","3","1","2","2","2","1","1","2","2","8","8","8"
"9289","3","1","2","2","2","3","1","1","2","1","1","1"
"9290","3","1","2","3","2","2","1","3","1","2","2","2"
"9291","3","1","2","2","1","1","2","2","2","1","1","1"
"9292","3","8","8","2","2","1","8","1","1","1","2","2"
"9293","3","1","2","2","2","3","1","2","2","2","1","2"
"9294","3","1","2","3","2","1","1","1","2","8","1","1"
"9295","3","1","2","2","2","2","1","1","1","1","1","1"
"9296","3","1","2","2","2","1","1","1","1","1","1","1"
"9297","3","1","2","2","2","1","1","1","1","1","1","1"
"9298","3","1","2","2","2","1","1","1","1","1","1","1"
"9299","3","1","2","2","2","2","1","1","1","1","1","1"
"9300","3","1","2","3","2","1","1","1","1","1","1","1"
"9301","3","1","2","3","2","1","1","1","1","1","1","1"
"9302","3","1","2","3","2","2","2","1","8","1","1","1"
"9303","3","1","2","2","2","1","1","1","2","1","1","1"
"9304","3","2","2","2","2","1","1","1","1","2","2","2"
"9305","3","1","3","3","3","1","1","1","3","2","1","2"
"9306","3","1","4","3","4","1","1","1","1","1","1","1"
"9307","3","1","3","2","2","1","1","1","9","1","1","1"
"9308","3","1","2","2","2","1","1","98","1","1","1","1"
"9309","3","1","2","3","4","3","1","1","1","2","2","2"
"9310","3","1","3","2","3","1","1","98","2","2","1","1"
"9311","3","1","2","2","1","1","1","2","8","1","1","1"
"9312","3","1","2","3","4","2","1","1","1","2","2","1"
"9313","3","1","2","2","1","1","1","1","2","2","2","1"
"9314","3","1","2","2","4","1","1","98","2","8","8","8"
"9315","3","1","2","2","2","1","1","1","2","1","1","1"
"9316","3","1","2","3","2","1","1","1","1","1","1","1"
"9317","3","1","2","3","2","1","1","1","8","1","1","1"
"9318","3","1","2","3","2","1","1","1","1","2","2","2"
"9319","3","1","2","2","2","1","1","1","1","1","1","1"
"9320","3","1","2","2","2","2","1","1","1","2","2","2"
"9321","3","1","2","2","2","1","1","1","1","1","1","1"
"9322","3","1","2","3","2","1","1","1","2","2","2","1"
"9323","3","1","2","2","2","1","1","1","2","1","1","1"
"9324","3","1","2","2","2","1","1","2","2","2","1","2"
"9325","3","1","1","2","1","1","1","1","2","1","1","1"
"9326","3","1","2","2","3","3","8","98","8","8","8","8"
"9327","3","2","2","3","2","1","1","1","3","1","1","1"
"9328","3","1","2","3","1","3","3","2","1","1","1","1"
"9329","3","1","1","2","2","1","1","1","2","1","1","1"
"9330","3","1","2","2","2","1","1","98","2","2","2","1"
"9331","3","1","2","3","3","1","1","1","1","2","1","1"
"9332","3","1","1","2","1","1","1","2","1","1","1","1"
"9333","3","8","2","3","3","3","3","1","3","2","1","2"
"9334","3","1","2","3","3","3","3","2","8","8","8","8"
"9335","3","1","2","2","2","1","1","2","3","2","2","1"
"9336","3","1","2","2","2","1","1","1","1","1","1","1"
"9337","3","1","2","3","2","1","1","1","1","1","1","1"
"9338","3","1","2","2","2","1","1","1","2","1","2","2"
"9339","3","1","2","2","2","1","1","1","2","1","2","1"
"9340","3","1","2","2","2","1","1","1","3","2","2","2"
"9341","3","1","2","2","2","1","1","1","1","2","2","2"
"9342","3","1","2","2","2","1","1","1","2","2","2","1"
"9343","3","1","2","3","2","2","1","1","2","1","1","1"
"9344","3","1","2","2","3","3","1","1","1","2","2","2"
"9345","3","1","2","2","2","1","1","1","1","1","1","1"
"9346","3","1","2","2","1","1","1","2","2","1","2","1"
"9347","3","1","2","2","2","3","1","2","2","1","1","1"
"9348","3","8","2","8","2","1","1","2","1","1","1","1"
"9349","3","1","1","2","2","1","1","2","2","1","1","1"
"9350","3","1","2","2","1","1","3","1","2","1","1","1"
"9351","3","1","2","2","2","1","1","1","3","2","1","1"
"9352","3","1","2","3","1","1","1","1","2","1","1","1"
"9353","3","1","2","2","2","1","1","1","3","1","2","1"
"9354","3","2","3","3","2","3","1","1","3","2","1","1"
"9355","3","1","1","2","1","1","1","4","3","2","1","1"
"9356","3","1","2","2","2","1","1","2","2","1","1","1"
"9357","3","1","2","2","2","1","1","2","2","1","1","1"
"9358","3","1","2","2","2","1","1","1","2","1","1","1"
"9359","3","1","2","2","2","1","1","2","1","1","1","1"
"9360","3","1","2","2","2","1","1","4","2","1","1","1"
"9361","3","1","2","2","2","1","1","4","1","1","1","1"
"9362","3","1","2","2","2","1","1","2","1","1","1","1"
"9363","3","2","2","2","2","1","1","4","1","1","1","1"
"9364","3","1","2","2","2","1","1","2","2","1","1","1"
"9365","3","1","3","3","1","1","2","2","8","1","1","1"
"9366","3","1","2","2","2","1","1","4","1","1","1","1"
"9367","3","1","2","2","2","3","1","2","2","1","1","1"
"9368","3","1","1","1","1","1","1","2","2","1","1","1"
"9369","3","1","2","2","2","3","8","2","2","1","1","1"
"9370","3","1","2","2","2","1","1","2","1","1","1","1"
"9371","3","1","2","2","2","1","1","2","1","1","1","1"
"9372","3","1","2","2","2","1","1","2","2","1","1","1"
"9373","3","1","2","9","2","1","1","1","3","1","1","1"
"9374","3","1","2","2","1","1","1","4","2","1","1","1"
"9375","3","1","1","2","2","1","1","2","2","8","8","8"
"9376","3","1","3","2","1","1","1","2","1","1","1","1"
"9377","3","1","2","2","2","1","1","2","2","1","1","1"
"9378","3","1","2","2","2","1","1","2","1","1","1","1"
"9379","3","2","2","3","2","3","1","4","2","1","1","1"
"9380","3","1","2","2","2","1","1","2","1","1","1","1"
"9381","3","1","2","2","2","1","1","2","2","1","1","1"
"9382","3","1","2","2","1","1","1","1","3","1","1","1"
"9383","3","1","2","2","2","1","1","2","1","1","1","1"
"9384","3","1","2","2","2","1","1","2","2","1","1","1"
"9385","3","1","2","2","2","3","1","2","1","1","1","1"
"9386","3","1","2","9","2","3","1","2","2","1","1","1"
"9387","3","1","2","2","2","1","1","2","2","1","1","1"
"9388","3","1","2","2","2","1","1","1","1","8","1","1"
"9389","3","1","2","2","2","1","1","1","2","1","1","1"
"9390","3","1","2","2","2","1","1","2","2","1","1","1"
"9391","3","1","2","2","2","1","1","2","1","1","1","1"
"9392","3","1","2","2","2","1","1","1","1","1","1","1"
"9393","3","1","2","2","2","1","1","2","3","1","1","1"
"9394","3","1","2","2","2","1","1","4","1","1","1","1"
"9395","3","1","2","2","2","3","1","4","2","1","1","1"
"9396","3","1","2","2","2","3","1","2","1","1","1","1"
"9397","3","1","2","4","3","3","8","2","2","2","1","1"
"9398","3","1","2","2","2","1","1","1","2","1","1","1"
"9399","3","1","1","2","2","1","1","1","2","2","1","1"
"9400","3","1","2","2","3","2","1","2","2","1","1","1"
"9401","3","1","2","3","2","1","1","2","2","2","1","1"
"9402","3","1","2","4","4","2","8","1","3","1","1","1"
"9403","3","1","3","3","2","3","8","1","2","1","1","1"
"9404","3","1","3","4","2","1","1","2","3","1","1","1"
"9405","3","1","2","2","2","1","1","1","2","2","1","1"
"9406","3","1","1","2","2","1","1","2","2","1","1","1"
"9407","3","8","2","3","3","1","1","1","2","2","2","1"
"9408","3","1","2","4","2","1","1","2","3","1","2","1"
"9409","3","1","2","2","2","1","1","1","3","1","1","1"
"9410","3","1","1","4","2","3","1","1","2","2","1","1"
"9411","3","8","1","4","3","3","8","2","2","1","1","1"
"9412","3","1","1","4","2","1","1","98","3","1","1","1"
"9413","3","1","2","3","3","1","1","1","2","1","1","1"
"9414","3","1","1","2","2","1","1","2","2","1","1","1"
"9415","3","2","3","4","2","1","1","1","3","2","1","1"
"9416","3","1","1","3","2","1","1","1","1","1","1","1"
"9417","3","1","1","2","2","1","1","2","2","1","2","1"
"9418","3","1","1","3","2","1","1","1","2","1","1","1"
"9419","3","1","2","3","2","3","1","1","3","2","2","1"
"9420","3","1","3","4","3","3","1","1","3","2","2","1"
"9421","3","1","2","3","3","1","1","1","2","2","1","1"
"9422","3","1","3","4","3","3","1","2","3","1","1","1"
"9423","3","1","1","3","4","3","3","2","3","1","1","1"
"9424","3","8","3","3","3","1","1","2","3","1","2","1"
"9425","3","1","3","4","4","3","1","2","2","2","2","1"
"9426","3","1","2","4","3","1","1","1","2","1","1","1"
"9427","3","1","2","2","2","1","1","2","3","1","1","1"
"9428","3","2","2","2","1","1","3","1","2","2","2","1"
"9429","3","1","2","3","3","1","1","4","2","1","1","1"
"9430","3","1","2","3","3","3","1","2","3","1","1","1"
"9431","3","1","2","4","3","3","1","2","1","1","2","1"
"9432","3","1","2","3","3","3","1","1","3","1","2","1"
"9433","3","1","2","3","3","3","8","2","2","1","1","1"
"9434","3","1","2","3","3","3","8","2","2","1","1","1"
"9435","3","2","2","2","3","1","1","2","2","1","1","1"
"9436","3","8","2","4","3","1","1","1","1","2","2","1"
"9437","3","1","2","4","3","3","1","3","3","2","2","1"
"9438","3","1","2","3","3","2","1","1","3","2","2","1"
