"ID","country","q3","Q10A","Q10B","Q24B","Q27A","Q27B","Q27C","Q27D","Q27E","Q27F","q56"
"9522","3","1","1","1","2","1","1","1","1","2","1","3"
"9523","3","2","2","1","2","2","2","1","2","1","1","3"
"9524","3","2","2","1","1","1","1","1","1","2","1","3"
"9525","3","2","2","1","1","1","2","1","2","1","1","3"
"9526","3","8","2","1","1","9","1","2","1","2","9","3"
"9527","3","2","2","1","8","9","9","9","9","9","9","3"
"9528","3","2","3","1","8","9","9","9","9","9","9","3"
"9529","3","2","3","1","8","9","9","9","9","9","9","3"
"9530","3","3","3","1","8","1","1","1","2","1","1","3"
"9531","3","2","3","1","8","9","9","9","9","9","9","3"
"9532","3","2","3","1","8","9","9","9","9","9","9","3"
"9533","3","3","3","2","1","1","2","1","1","1","2","3"
"9534","3","8","3","1","1","9","9","9","9","9","9","1"
"9535","3","2","3","1","8","9","9","9","9","9","9","3"
"9536","3","2","2","2","8","9","1","2","9","1","9","1"
"9537","3","3","2","1","8","2","1","1","2","1","1","1"
"9538","3","2","2","1","1","2","1","2","1","1","2","1"
"9539","3","2","3","2","8","1","9","1","2","2","1","1"
"9540","3","2","2","1","8","1","2","1","2","1","2","1"
"9541","3","2","3","2","1","2","2","1","2","1","1","1"
"9542","3","2","1","1","1","1","2","2","1","2","2","1"
"9543","3","3","2","2","1","2","1","2","2","1","2","1"
"9544","3","2","2","2","1","2","2","1","1","1","2","1"
"9545","3","1","3","1","1","2","2","2","2","1","1","2"
"9546","3","1","1","3","1","1","2","1","1","1","2","2"
"9547","3","3","2","2","1","2","1","2","2","2","1","1"
"9548","3","2","2","3","1","1","1","2","1","2","2","2"
"9549","3","3","2","3","1","1","2","1","1","1","2","2"
"9550","3","3","2","3","1","1","2","1","1","1","2","3"
"9551","3","3","1","2","1","2","2","1","1","2","2","1"
"9552","3","2","2","1","8","9","2","1","2","2","1","3"
"9553","3","3","3","2","8","1","2","1","2","8","1","3"
"9554","3","2","3","2","1","1","2","1","2","2","1","3"
"9555","3","8","1","2","1","2","9","1","9","9","1","1"
"9556","3","2","3","1","8","2","2","1","2","9","1","3"
"9557","3","2","1","1","1","1","1","1","9","1","1","1"
"9558","3","2","3","1","2","2","2","1","2","2","1","1"
"9559","3","3","3","2","2","1","1","2","2","2","2","2"
"9560","3","2","3","2","1","1","2","1","2","2","1","1"
"9561","3","1","1","1","1","1","9","1","9","1","1","3"
"9562","3","1","3","1","1","1","2","1","2","2","1","3"
"9563","3","1","2","2","1","1","1","1","9","1","1","3"
"9564","3","2","4","2","1","1","2","1","2","1","1","1"
"9565","3","4","2","2","1","1","9","9","9","1","1","1"
"9566","3","3","3","1","1","2","1","2","2","1","1","1"
"9567","3","2","3","2","2","2","2","1","2","1","1","1"
"9568","3","3","2","1","8","1","1","2","2","1","1","1"
"9569","3","2","3","1","2","1","1","1","2","1","1","2"
"9570","3","2","1","1","1","2","1","2","1","2","1","1"
"9571","3","2","3","2","2","1","2","2","1","1","2","1"
"9572","3","2","4","1","8","1","2","1","2","2","1","3"
"9573","3","1","3","1","1","1","2","1","2","1","1","3"
"9574","3","1","2","1","1","2","1","2","1","1","2","1"
"9575","3","2","3","1","2","1","2","1","2","9","1","1"
"9576","3","2","8","2","1","9","2","1","9","8","9","3"
"9577","3","2","3","1","8","2","1","1","2","2","1","3"
"9578","3","1","4","1","1","2","1","2","1","1","2","3"
"9579","3","3","3","2","1","1","2","1","1","1","1","3"
"9580","3","2","8","8","1","2","1","2","2","1","2","3"
"9581","3","2","3","2","1","9","1","1","2","1","2","3"
"9582","3","2","3","2","1","1","2","1","2","1","2","3"
"9583","3","2","2","2","8","2","1","2","1","2","8","1"
"9584","3","2","8","2","1","2","2","2","2","1","2","1"
"9585","3","2","3","2","1","1","1","1","9","1","9","1"
"9586","3","2","3","2","1","1","2","1","2","1","1","3"
"9587","3","2","2","2","1","1","2","1","1","1","1","1"
"9588","3","1","3","2","1","1","2","1","2","1","1","1"
"9589","3","2","1","1","1","2","1","2","2","1","1","1"
"9590","3","1","1","1","1","2","1","2","2","1","1","3"
"9591","3","2","1","2","1","1","2","2","1","1","2","2"
"9592","3","3","2","2","1","2","2","1","2","1","1","2"
"9593","3","2","1","1","1","1","1","2","1","1","2","3"
"9594","3","2","2","1","1","2","2","1","2","1","1","1"
"9595","3","2","1","1","1","2","2","9","1","1","1","1"
"9596","3","2","1","1","1","2","2","1","2","2","1","4"
"9597","3","2","1","2","1","1","1","2","1","1","2","3"
"9598","3","2","2","2","1","2","2","1","2","2","1","1"
"9599","3","2","2","2","1","8","2","9","1","2","9","1"
"9600","3","2","1","2","1","2","1","1","1","2","1","3"
"9601","3","2","2","2","1","2","1","1","1","1","1","1"
"9602","3","2","2","2","1","1","2","2","1","1","1","1"
"9603","3","2","1","2","1","1","2","1","2","1","1","2"
"9604","3","2","1","2","1","1","1","2","1","1","2","1"
"9605","3","2","1","2","1","2","1","2","1","1","1","2"
"9606","3","2","1","2","1","2","1","2","1","1","1","2"
"9607","3","2","2","1","1","2","1","1","2","2","1","2"
"9608","3","2","2","2","1","1","1","2","1","1","1","1"
"9609","3","2","1","1","1","1","2","1","2","2","1","1"
"9610","3","2","2","3","1","2","1","2","1","1","1","2"
"9611","3","2","1","2","1","1","1","2","2","1","1","1"
"9612","3","2","1","3","1","1","1","2","2","1","2","1"
"9613","3","2","2","2","1","2","1","2","2","1","2","1"
"9614","3","2","2","3","1","1","1","1","2","1","1","2"
"9615","3","2","2","3","1","1","1","2","2","1","2","2"
"9616","3","2","2","3","1","1","2","1","2","2","1","1"
"9617","3","2","1","2","1","1","2","1","2","2","1","2"
"9618","3","2","2","2","1","2","1","2","1","1","2","2"
"9619","3","2","1","2","1","1","1","2","1","1","2","2"
"9620","3","2","1","3","1","2","1","2","1","1","2","2"
"9621","3","2","1","2","1","2","2","2","1","1","1","2"
"9622","3","2","1","2","1","1","2","2","1","1","2","2"
"9623","3","2","1","2","1","1","1","2","2","2","1","2"
"9624","3","2","1","2","1","2","1","2","1","1","2","2"
"9625","3","1","1","1","1","2","1","2","2","1","1","2"
"9626","3","1","2","1","1","1","2","1","2","2","1","2"
"9627","3","1","3","2","1","1","2","1","2","2","1","1"
"9628","3","2","2","2","1","2","1","2","1","1","2","2"
"9629","3","2","1","2","1","1","2","1","2","2","1","1"
"9630","3","2","1","3","1","1","2","2","2","1","1","1"
"9631","3","2","1","2","1","1","1","1","2","2","1","2"
"9632","3","1","2","1","2","2","1","2","2","2","1","1"
"9633","3","1","2","1","1","2","2","1","1","1","1","2"
"9634","3","2","2","1","2","1","2","1","2","1","1","2"
"9635","3","1","3","2","1","1","1","1","2","2","2","1"
"9636","3","2","2","1","2","1","1","1","2","1","1","2"
"9637","3","3","2","1","2","1","1","2","2","1","1","2"
"9638","3","1","2","2","1","1","2","1","2","1","1","2"
"9639","3","1","2","3","1","1","2","2","1","1","1","1"
"9640","3","1","2","1","1","2","2","1","1","1","1","2"
"9641","3","1","2","3","1","2","2","2","1","1","1","1"
"9642","3","1","2","1","1","1","1","1","2","1","2","2"
"9643","3","2","1","2","2","2","2","1","2","2","1","1"
"9644","3","1","2","1","2","1","1","2","1","2","2","2"
"9645","3","1","2","1","1","2","2","2","1","1","1","1"
"9646","3","3","2","1","2","2","2","2","1","1","1","2"
"9647","3","1","2","1","1","1","1","1","2","2","1","1"
"9648","3","1","2","1","2","1","2","1","2","1","1","1"
"9649","3","1","2","1","1","2","2","2","1","1","1","1"
"9650","3","1","2","1","1","1","1","2","1","2","2","1"
"9651","3","1","1","2","2","1","1","1","2","1","1","1"
"9652","3","1","2","1","1","1","2","1","1","2","1","1"
"9653","3","3","2","1","1","1","1","1","2","1","1","2"
"9654","3","2","2","1","2","1","1","1","2","1","1","3"
"9655","3","2","2","1","1","1","2","1","2","2","1","3"
"9656","3","2","2","2","1","2","2","1","2","2","1","3"
"9657","3","1","2","2","1","2","1","1","2","1","1","3"
"9658","3","2","2","1","2","2","2","1","1","2","1","3"
"9659","3","2","2","2","1","2","1","1","2","2","1","3"
"9660","3","2","2","2","1","2","2","1","1","2","1","3"
"9661","3","2","2","2","1","2","2","1","2","2","1","3"
"9662","3","2","2","2","1","2","2","1","2","2","1","3"
"9663","3","2","2","2","1","2","2","1","2","2","1","3"
"9664","3","2","1","1","1","1","2","2","2","2","1","1"
"9665","3","1","1","2","2","1","2","2","1","1","1","3"
"9666","3","2","2","1","2","1","2","2","1","1","1","3"
"9667","3","1","2","2","1","1","2","2","2","2","1","1"
"9668","3","1","1","1","2","1","2","1","1","1","1","3"
"9669","3","1","1","1","1","1","2","1","2","1","1","1"
"9670","3","2","2","1","2","1","2","1","1","2","1","2"
"9671","3","1","2","2","1","2","1","2","1","2","2","3"
"9672","3","2","1","1","1","1","2","2","1","1","1","1"
"9673","3","1","2","3","1","1","2","2","1","2","1","1"
"9674","3","2","2","1","1","1","2","1","2","1","1","1"
"9675","3","1","1","1","1","1","1","2","2","2","1","3"
"9676","3","1","2","3","1","2","2","1","2","1","2","1"
"9677","3","1","3","1","1","1","2","1","2","2","2","2"
"9678","3","1","3","1","1","2","2","2","2","2","2","1"
"9679","3","1","2","2","1","1","2","2","2","1","2","2"
"9680","3","1","1","1","1","1","2","2","1","2","2","2"
"9681","3","1","2","1","1","1","2","2","1","1","1","3"
"9682","3","1","1","1","1","2","1","2","1","2","2","2"
"9683","3","1","2","1","1","2","1","1","1","2","2","1"
"9684","3","1","2","2","1","2","2","1","2","1","2","1"
"9685","3","2","2","1","1","2","1","2","1","2","2","1"
"9686","3","1","2","2","1","2","2","2","2","2","2","3"
"9687","3","1","2","1","1","1","1","1","1","1","1","1"
"9688","3","2","2","3","1","2","1","1","1","1","1","1"
"9689","3","1","1","1","1","1","2","2","2","2","2","1"
"9690","3","1","1","2","1","1","1","1","2","2","2","1"
"9691","3","1","1","1","1","2","2","2","2","2","2","1"
"9692","3","1","2","2","1","1","2","1","2","2","2","3"
"9693","3","1","2","2","1","1","1","1","1","1","1","3"
"9694","3","1","2","1","1","2","2","2","2","1","2","1"
"9695","3","1","2","3","1","1","2","1","2","2","1","3"
"9696","3","1","2","3","1","2","2","1","1","2","2","1"
"9697","3","1","1","1","1","1","2","1","2","2","2","1"
"9698","3","1","1","1","1","1","2","2","2","2","1","1"
"9699","3","1","2","2","1","1","2","1","2","2","1","3"
"9700","3","1","2","2","1","2","2","1","2","1","2","1"
"9701","3","2","2","2","1","1","2","1","2","2","2","3"
"9702","3","1","1","2","1","1","2","1","2","1","2","1"
"9703","3","2","1","2","1","1","1","2","2","2","2","1"
"9704","3","1","1","2","1","1","2","2","1","2","2","3"
"9705","3","2","1","1","1","1","1","1","1","1","1","2"
"9706","3","1","2","1","1","2","2","1","2","2","2","2"
"9707","3","1","2","2","1","2","1","2","1","2","2","3"
"9708","3","1","2","1","2","1","2","2","1","2","1","1"
"9709","3","2","2","2","1","1","1","1","1","1","1","1"
"9710","3","1","2","1","1","1","1","1","1","2","1","3"
"9711","3","2","2","1","2","1","2","2","1","1","1","3"
"9712","3","1","2","1","1","1","2","2","2","2","1","3"
"9713","3","1","2","2","1","1","2","2","1","1","1","3"
"9714","3","1","2","3","1","1","2","1","1","1","1","3"
"9715","3","1","2","2","2","1","2","1","2","1","1","1"
"9716","3","1","1","2","1","1","2","2","1","2","1","1"
"9717","3","1","2","2","2","1","2","2","1","1","1","1"
"9718","3","1","2","1","1","1","1","1","2","2","2","3"
"9719","3","1","2","2","1","2","1","1","2","1","1","3"
"9720","3","2","3","1","1","2","2","2","1","1","1","1"
"9721","3","1","2","1","1","2","2","1","2","2","1","1"
"9722","3","2","2","2","1","2","2","2","2","2","2","3"
"9723","3","1","2","1","1","2","2","2","2","2","2","3"
"9724","3","1","1","2","1","2","2","2","2","2","2","1"
"9725","3","1","1","1","1","1","2","1","2","2","2","1"
"9726","3","2","2","1","1","2","2","1","2","1","2","3"
"9727","3","2","1","1","1","1","1","1","2","1","2","1"
"9728","3","1","2","1","1","2","2","1","2","2","2","1"
"9729","3","1","2","1","1","2","2","2","2","2","2","1"
"9730","3","1","1","1","1","1","1","8","2","8","1","3"
"9731","3","2","1","1","1","2","2","1","2","1","1","3"
"9732","3","1","1","1","1","1","1","1","1","1","1","3"
"9733","3","1","1","1","1","2","1","1","1","2","1","1"
"9734","3","2","1","2","1","2","2","1","2","1","1","3"
"9735","3","1","3","1","1","1","1","2","2","1","1","1"
"9736","3","2","1","2","2","1","2","8","1","8","1","1"
"9737","3","2","1","1","1","2","1","1","1","1","2","3"
"9738","3","2","2","3","1","2","1","1","2","2","1","3"
"9739","3","2","2","2","1","2","2","2","2","2","2","1"
"9740","3","1","1","2","1","2","1","1","2","2","1","1"
"9741","3","2","2","1","1","2","1","2","2","1","1","1"
"9742","3","2","1","1","1","2","2","1","1","2","1","3"
"9743","3","3","3","2","1","2","1","1","1","1","2","3"
"9744","3","2","3","1","1","2","2","1","2","2","2","3"
"9745","3","1","1","1","1","2","1","2","1","2","2","1"
"9746","3","2","1","1","1","1","2","2","2","1","1","1"
"9747","3","2","2","3","1","1","2","1","8","2","2","3"
"9748","3","1","2","1","1","1","2","2","1","2","1","2"
"9749","3","1","1","1","1","1","1","2","1","2","1","2"
"9750","3","1","2","3","1","1","1","2","2","2","1","3"
"9751","3","2","2","1","1","1","2","2","2","2","2","2"
"9752","3","2","3","2","8","1","1","1","2","2","1","2"
"9753","3","1","1","2","1","1","1","1","2","1","1","2"
"9754","3","2","3","1","1","2","1","1","1","2","2","1"
"9755","3","2","2","1","1","2","2","2","1","2","2","3"
"9756","3","1","3","2","1","2","1","2","2","9","1","1"
"9757","3","1","8","1","1","2","2","2","8","2","1","4"
"9758","3","3","4","1","1","2","2","8","1","2","1","2"
"9759","3","2","2","3","1","1","1","8","2","8","2","1"
"9760","3","2","2","1","1","2","2","1","2","2","2","2"
"9761","3","1","3","1","1","2","1","1","2","1","1","1"
"9762","3","2","1","1","2","2","9","2","1","2","2","1"
"9763","3","2","3","2","1","2","1","1","2","2","1","1"
"9764","3","1","3","1","1","1","1","1","2","2","1","1"
"9765","3","2","3","2","1","2","1","2","2","2","2","1"
"9766","3","1","3","1","1","1","1","2","1","2","2","1"
"9767","3","3","1","2","2","1","1","2","1","2","2","1"
"9768","3","1","2","1","2","1","1","1","2","2","2","1"
"9769","3","2","8","2","8","2","1","2","2","2","2","1"
"9770","3","2","2","2","2","2","1","2","2","1","1","2"
"9771","3","2","3","2","2","1","9","2","1","2","1","3"
"9772","3","2","2","1","2","1","2","2","2","1","1","3"
"9773","3","1","3","1","1","1","1","1","2","2","1","1"
"9774","3","1","2","1","1","2","1","2","1","1","2","1"
"9775","3","1","3","2","1","1","2","1","2","1","1","1"
"9776","3","1","3","2","1","2","1","1","1","1","2","1"
"9777","3","1","3","1","1","1","2","2","2","1","1","1"
"9778","3","1","4","1","1","1","2","1","2","1","1","1"
"9779","3","2","4","1","1","2","1","1","1","1","2","1"
"9780","3","3","4","1","1","1","2","2","2","2","1","1"
"9781","3","1","3","1","2","2","1","2","1","2","2","3"
"9782","3","1","3","1","1","1","2","2","2","1","1","1"
"9783","3","2","3","1","1","2","1","1","1","1","2","1"
"9784","3","2","2","1","2","1","2","2","2","1","1","1"
"9785","3","2","3","1","1","2","2","2","1","2","1","1"
"9786","3","1","3","1","1","1","2","1","2","1","1","1"
"9787","3","1","2","1","2","1","2","1","2","1","1","1"
"9788","3","2","2","1","2","1","2","1","2","1","1","2"
"9789","3","2","3","1","1","1","2","1","1","1","1","1"
"9790","3","2","2","1","1","1","2","1","2","1","1","1"
"9791","3","2","3","1","1","1","2","1","2","1","1","2"
"9792","3","2","2","1","1","1","1","1","1","1","1","1"
"9793","3","1","3","1","1","1","2","1","2","1","1","1"
"9794","3","2","2","1","1","2","1","2","2","2","1","3"
"9795","3","1","2","2","1","1","2","1","2","2","1","3"
"9796","3","1","1","1","1","1","1","2","2","2","1","2"
"9797","3","3","1","2","2","1","2","1","1","2","2","1"
"9798","3","3","2","2","1","2","2","2","1","2","1","2"
"9799","3","2","3","1","1","1","1","2","2","2","1","1"
"9800","3","2","3","2","1","2","2","2","1","1","1","1"
"9801","3","2","3","2","1","1","2","1","1","2","2","3"
"9802","3","2","1","2","1","2","2","1","2","2","1","3"
"9803","3","1","2","1","1","2","1","2","2","2","1","1"
"9804","3","2","3","2","1","2","2","1","2","2","1","3"
"9805","3","1","2","2","1","1","1","2","2","2","2","3"
"9806","3","2","2","1","1","2","1","2","2","2","1","2"
"9807","3","1","2","1","1","1","2","1","1","2","2","3"
"9808","3","3","2","1","2","2","1","2","2","2","1","1"
"9809","3","2","2","3","2","2","1","2","2","2","1","2"
"9810","3","1","2","2","1","2","2","2","1","1","1","3"
"9811","3","1","1","2","1","2","1","2","2","2","1","2"
"9812","3","2","2","2","1","2","2","1","1","2","1","2"
"9813","3","1","2","2","1","1","1","2","2","2","2","3"
"9814","3","1","2","1","2","2","2","2","1","2","1","3"
"9815","3","1","3","1","1","1","2","1","2","2","2","2"
"9816","3","2","2","1","2","1","2","1","2","1","2","1"
"9817","3","2","3","2","2","1","2","1","2","2","1","2"
"9818","3","3","2","1","2","2","2","1","2","2","1","1"
"9819","3","2","2","1","2","1","2","2","2","1","2","3"
"9820","3","2","2","2","2","1","1","2","2","2","2","3"
"9821","3","2","2","2","1","1","1","2","2","2","2","2"
"9822","3","1","3","2","1","1","2","1","2","1","2","3"
"9823","3","2","3","2","1","2","1","1","2","2","2","1"
"9824","3","1","2","2","2","1","1","2","2","2","2","1"
"9825","3","3","2","1","1","1","2","1","1","2","2","3"
"9826","3","1","2","1","1","2","2","1","1","2","1","1"
"9827","3","3","1","2","1","2","1","2","2","2","1","1"
"9828","3","2","2","1","2","1","1","2","1","2","2","3"
"9829","3","1","2","2","1","2","1","2","2","2","1","3"
"9830","3","3","3","2","1","2","1","2","2","2","1","3"
"9831","3","2","1","2","1","1","2","1","1","2","2","1"
"9832","3","2","2","1","1","2","2","1","2","2","1","2"
"9833","3","2","2","1","1","2","2","1","1","2","1","3"
"9834","3","3","2","3","1","1","2","1","1","2","2","1"
"9835","3","2","2","1","1","2","1","2","2","2","1","2"
"9836","3","2","3","2","1","2","2","2","2","1","1","2"
"9837","3","1","2","1","1","1","2","1","2","2","1","2"
"9838","3","2","2","1","1","2","2","1","2","1","1","2"
"9839","3","2","2","2","1","1","1","1","2","1","2","1"
"9840","3","2","2","1","1","1","2","1","2","1","1","2"
"9841","3","2","3","2","1","1","2","1","2","1","2","1"
"9842","3","2","3","1","1","1","1","1","2","1","2","2"
"9843","3","2","2","1","1","1","1","1","2","1","2","1"
"9844","3","2","3","2","1","1","2","2","1","1","2","1"
"9845","3","3","4","2","2","1","2","1","2","2","1","2"
"9846","3","2","3","1","1","1","2","1","1","1","2","2"
"9847","3","2","1","2","1","2","1","2","1","1","2","2"
"9848","3","2","2","2","1","2","1","1","1","1","2","2"
"9849","3","1","2","1","1","2","1","2","1","1","1","1"
"9850","3","3","2","1","1","2","2","1","2","1","1","2"
"9851","3","2","2","1","1","1","2","1","2","1","1","1"
"9852","3","2","3","1","1","1","1","2","2","1","2","2"
"9853","3","2","4","1","2","1","2","1","2","2","1","2"
"9854","3","2","2","1","2","1","2","1","2","2","1","1"
"9855","3","2","3","1","1","2","2","1","2","1","1","1"
"9856","3","3","2","1","1","1","2","1","2","1","1","1"
"9857","3","2","1","1","1","1","1","2","1","1","2","1"
"9858","3","2","2","1","1","2","1","1","2","1","1","1"
"9859","3","1","3","1","2","1","2","2","1","1","2","2"
"9860","3","2","2","1","1","1","1","2","1","1","2","1"
"9861","3","2","3","2","1","2","1","2","2","1","1","1"
"9862","3","2","2","1","1","1","1","1","2","1","2","1"
"9863","3","3","3","2","2","1","1","2","2","1","1","1"
"9864","3","2","2","1","1","1","1","2","1","1","2","1"
"9865","3","2","3","1","1","1","1","2","1","1","2","1"
"9866","3","2","2","2","1","1","1","2","1","1","2","1"
"9867","3","3","3","1","1","2","2","1","2","1","1","1"
"9868","3","2","2","2","1","2","1","1","1","1","1","1"
"9869","3","1","1","1","1","2","2","1","2","1","1","2"
"9870","3","3","2","3","1","2","1","1","1","1","1","1"
"9871","3","2","2","2","1","2","1","1","2","2","1","1"
"9872","3","8","3","2","1","2","2","1","2","1","2","2"
"9873","3","2","2","1","1","2","2","1","2","1","1","2"
"9874","3","3","2","2","1","2","1","1","2","1","1","1"
"9875","3","3","3","1","1","2","1","1","2","1","2","2"
"9876","3","2","2","2","1","2","1","1","1","1","1","1"
"9877","3","2","2","1","1","1","1","2","1","1","2","2"
"9878","3","2","3","2","1","1","1","2","2","1","2","1"
"9879","3","2","1","2","1","2","2","1","1","1","1","1"
"9880","3","2","1","2","1","2","2","1","1","1","1","1"
"9881","3","2","3","1","2","1","8","1","2","2","1","1"
"9882","3","3","2","3","1","2","1","2","1","1","1","1"
"9883","3","2","2","2","1","2","2","1","2","1","1","1"
"9884","3","2","3","2","1","2","2","1","2","1","1","1"
"9885","3","2","2","1","1","2","1","2","1","1","2","2"
"9886","3","2","1","2","1","2","1","2","1","1","1","1"
"9887","3","2","1","2","1","2","2","2","1","1","2","2"
"9888","3","2","3","2","1","2","2","1","2","1","1","1"
"9889","3","2","1","2","1","2","2","1","2","1","1","1"
"9890","3","3","3","2","1","2","1","1","2","1","1","1"
"9891","3","8","2","3","1","2","2","1","2","1","1","1"
"9892","3","2","2","2","1","2","1","1","2","1","1","1"
"9893","3","3","2","2","1","2","1","1","1","1","1","1"
"9894","3","2","2","2","1","2","2","1","1","1","1","2"
"9895","3","1","2","1","1","2","2","1","2","1","1","1"
"9896","3","3","2","2","1","2","2","1","1","1","1","1"
"9897","3","8","3","2","1","2","2","1","2","1","1","1"
"9898","3","2","2","2","1","2","2","1","1","1","1","1"
"9899","3","2","2","2","1","2","1","1","2","1","1","1"
"9900","3","2","2","1","1","2","1","1","2","1","1","1"
"9901","3","2","1","2","1","2","2","1","1","1","1","1"
"9902","3","3","2","2","1","2","1","1","1","1","1","1"
"9903","3","2","2","1","2","1","2","1","2","2","1","1"
"9904","3","2","2","1","1","2","1","2","2","1","1","3"
"9905","3","2","2","1","1","2","1","1","2","1","1","1"
"9906","3","2","3","1","1","2","1","1","2","1","1","1"
"9907","3","2","2","1","1","1","2","1","2","1","1","2"
"9908","3","2","3","2","1","2","2","1","2","1","1","2"
"9909","3","2","3","1","1","2","2","2","2","1","1","2"
"9910","3","2","2","1","1","2","2","2","2","1","1","1"
"9911","3","2","3","2","1","1","2","2","2","1","2","1"
"9912","3","2","3","1","1","2","1","2","2","1","1","1"
"9913","3","2","1","1","1","2","1","2","1","1","2","2"
"9914","3","2","2","2","1","2","1","2","1","1","1","2"
"9915","3","2","3","1","1","1","1","1","2","1","2","2"
"9916","3","2","2","1","1","2","1","2","1","1","2","2"
"9917","3","3","3","3","2","1","2","1","2","2","1","2"
"9918","3","2","3","1","1","1","2","1","2","1","1","2"
"9919","3","2","2","1","1","2","1","2","1","1","2","1"
"9920","3","3","3","2","1","1","1","1","2","2","2","1"
"9921","3","3","3","3","2","1","2","1","2","1","1","2"
"9922","3","2","3","1","1","2","1","2","2","1","1","1"
"9923","3","2","2","1","1","2","2","2","2","1","1","1"
"9924","3","2","2","1","1","2","1","2","1","1","2","1"
"9925","3","2","3","1","2","1","2","2","2","2","1","1"
"9926","3","2","2","1","1","2","2","1","2","1","1","1"
"9927","3","1","2","2","1","2","2","1","1","1","2","1"
"9928","3","3","3","2","1","2","2","1","2","1","1","1"
"9929","3","3","2","1","1","2","2","1","2","1","1","1"
"9930","3","1","2","1","1","2","2","1","2","1","1","1"
"9931","3","3","3","2","1","2","1","1","2","1","1","1"
"9932","3","2","2","2","1","2","1","2","1","1","2","3"
"9933","3","2","2","1","1","2","2","1","2","1","1","1"
"9934","3","2","3","2","1","2","2","1","2","1","1","1"
"9935","3","2","1","1","1","2","1","1","2","1","1","1"
"9936","3","2","3","2","1","2","2","1","2","1","1","1"
"9937","3","3","3","2","1","1","2","1","2","2","1","1"
"9938","3","2","2","2","1","2","2","1","1","1","1","1"
"9939","3","2","2","2","1","2","2","1","2","1","2","1"
"9940","3","3","3","2","1","2","1","2","1","1","2","1"
"9941","3","2","2","1","1","2","2","1","2","1","1","1"
"9942","3","2","3","2","1","2","9","2","9","1","2","1"
"9943","3","3","4","2","1","2","1","1","2","1","1","1"
"9944","3","2","2","1","1","2","1","1","2","1","1","1"
"9945","3","2","2","2","1","2","2","1","2","1","1","1"
"9946","3","2","1","2","1","2","1","1","1","1","1","1"
"9947","3","2","3","2","2","1","2","1","2","2","1","1"
"9948","3","3","3","2","2","1","2","1","2","2","1","1"
"9949","3","1","2","1","1","2","1","1","2","1","1","2"
"9950","3","2","2","1","1","2","1","2","1","1","2","1"
"9951","3","8","3","1","1","2","2","1","2","1","1","1"
"9952","3","1","2","2","1","2","2","1","1","1","1","1"
"9953","3","2","3","2","1","2","2","1","1","1","2","2"
"9954","3","8","2","2","1","1","2","1","2","1","1","1"
"9955","3","3","3","1","1","2","2","1","2","1","1","2"
"9956","3","2","2","2","1","2","1","1","1","1","1","1"
"9957","3","3","1","2","1","2","2","1","1","1","1","1"
"9958","3","2","2","1","1","2","1","1","1","1","2","1"
"9959","3","2","2","2","1","2","1","2","1","1","1","1"
"9960","3","3","3","2","8","2","1","1","1","1","2","1"
"9961","3","2","2","2","2","2","1","2","2","1","1","1"
"9962","3","2","2","2","1","2","2","1","1","1","1","2"
"9963","3","2","2","2","1","2","2","1","1","1","2","1"
"9964","3","2","2","2","2","2","2","1","2","1","1","2"
"9965","3","2","3","2","1","2","1","1","2","1","1","1"
"9966","3","3","3","2","2","2","1","1","2","1","1","1"
"9967","3","2","1","2","1","1","1","1","2","1","1","1"
"9968","3","1","2","2","1","2","1","1","2","1","2","1"
"9969","3","1","4","1","1","2","1","1","2","1","1","3"
"9970","3","2","2","1","1","1","2","1","2","1","1","1"
"9971","3","2","4","1","1","2","2","1","2","1","1","3"
"9972","3","1","3","1","8","9","1","1","2","1","1","3"
"9973","3","2","3","1","1","2","1","1","2","1","1","3"
"9974","3","2","3","1","1","2","1","1","2","1","1","3"
"9975","3","1","3","1","1","2","1","1","1","1","1","3"
"9976","3","1","4","1","8","2","2","1","2","1","1","1"
"9977","3","1","4","1","8","1","2","1","2","1","1","3"
"9978","3","1","8","1","9","1","2","1","2","1","1","3"
"9979","3","2","4","1","1","1","1","1","2","2","1","1"
"9980","3","1","3","1","1","1","2","1","2","1","1","3"
"9981","3","2","4","1","1","1","2","1","2","1","1","1"
"9982","3","2","4","1","1","1","2","1","2","2","1","3"
"9983","3","1","8","1","1","1","1","1","2","1","1","3"
"9984","3","1","4","1","1","1","1","1","1","1","1","3"
"9985","3","2","4","1","1","1","2","1","2","1","1","3"
"9986","3","1","4","2","1","1","1","1","2","1","1","3"
"9987","3","2","4","1","1","1","2","1","2","1","1","3"
"9988","3","1","3","1","1","1","1","1","2","2","1","3"
"9989","3","1","4","3","8","2","1","1","2","2","1","3"
"9990","3","1","8","1","1","1","1","1","2","1","1","1"
"9991","3","1","4","2","8","1","9","1","9","9","1","1"
"9992","3","9","8","1","1","1","2","1","2","1","1","1"
"9993","3","1","4","1","1","1","1","1","2","1","1","1"
"9994","3","1","4","3","1","2","1","1","2","2","1","1"
"9995","3","2","2","2","1","1","1","1","2","1","1","1"
"9996","3","1","4","1","8","1","1","1","2","1","1","1"
"9997","3","1","4","1","1","1","1","1","2","1","2","1"
"9998","3","1","3","1","8","1","2","1","2","1","1","3"
"9999","3","9","8","1","1","1","2","1","2","2","1","1"
"10000","3","2","4","1","8","1","2","1","2","1","1","1"
"10001","3","1","3","1","1","1","1","1","2","1","1","1"
