"ID","country","q3","Q10A","Q10B","Q24B","Q27A","Q27B","Q27C","Q27D","Q27E","Q27F","q56"
"8530","3","2","2","1","1","2","1","2","1","1","1","1"
"8531","3","2","3","1","1","2","1","2","1","1","9","1"
"8532","3","1","2","1","1","1","1","1","1","1","1","1"
"8533","3","2","1","1","1","1","2","2","1","1","1","1"
"8534","3","2","2","1","1","2","1","1","1","1","1","1"
"8535","3","1","1","1","1","2","2","1","2","1","1","1"
"8536","3","2","1","1","1","2","1","2","2","1","1","1"
"8537","3","1","3","1","1","2","1","2","1","1","2","2"
"8538","3","2","3","1","1","2","2","2","1","1","1","1"
"8539","3","1","2","2","1","1","1","1","1","1","1","1"
"8540","3","8","4","1","1","2","1","1","2","1","2","1"
"8541","3","1","3","2","1","1","1","2","2","1","1","1"
"8542","3","2","3","1","1","1","1","1","1","1","1","1"
"8543","3","1","2","1","8","9","9","9","9","9","9","1"
"8544","3","2","2","1","1","1","1","1","1","1","1","1"
"8545","3","3","4","2","2","2","2","2","2","2","2","1"
"8546","3","1","9","9","1","1","1","1","1","1","1","1"
"8547","3","1","2","1","1","1","9","9","9","9","9","1"
"8548","3","1","4","1","1","1","1","2","1","2","1","1"
"8549","3","1","4","1","1","2","2","2","2","2","2","1"
"8550","3","1","1","1","8","2","2","2","2","2","2","1"
"8551","3","2","3","3","1","2","2","2","2","2","2","1"
"8552","3","1","4","2","8","2","2","2","2","2","2","1"
"8553","3","1","3","2","1","1","2","2","2","1","1","1"
"8554","3","1","2","1","1","9","9","9","9","9","1","1"
"8555","3","1","2","1","1","1","2","1","2","1","1","1"
"8556","3","2","4","1","1","2","2","1","2","2","2","2"
"8557","3","2","4","1","1","2","2","2","2","1","2","2"
"8558","3","1","1","1","1","2","2","2","2","1","2","1"
"8559","3","1","3","2","1","1","9","9","9","9","9","1"
"8560","3","1","3","1","8","1","9","9","9","9","9","1"
"8561","3","1","1","1","1","2","1","2","1","1","2","1"
"8562","3","1","2","2","1","2","1","2","1","1","2","1"
"8563","3","2","1","2","1","2","1","2","1","1","2","1"
"8564","3","1","1","1","1","2","1","2","1","1","1","1"
"8565","3","2","1","1","1","2","1","1","1","1","2","2"
"8566","3","1","2","1","1","2","1","2","1","1","2","2"
"8567","3","2","1","1","1","2","1","2","1","1","1","1"
"8568","3","2","2","1","1","2","1","2","1","1","1","1"
"8569","3","2","1","1","1","2","1","2","1","1","2","2"
"8570","3","1","1","1","1","2","1","2","1","1","1","1"
"8571","3","1","3","1","1","2","1","2","1","1","1","1"
"8572","3","1","1","1","1","2","1","2","1","1","2","2"
"8573","3","2","2","1","1","2","2","2","1","1","1","1"
"8574","3","2","1","1","1","2","1","2","1","1","2","1"
"8575","3","2","2","1","1","2","2","2","1","1","2","1"
"8576","3","1","1","1","1","1","2","2","1","1","1","1"
"8577","3","1","3","2","1","2","1","2","1","1","2","1"
"8578","3","1","1","1","1","2","1","2","1","1","1","1"
"8579","3","1","2","1","1","2","1","2","1","2","2","1"
"8580","3","1","3","1","1","2","1","2","2","1","1","1"
"8581","3","1","1","1","1","2","1","2","1","1","1","2"
"8582","3","2","2","1","1","2","1","2","1","1","1","1"
"8583","3","2","1","1","1","2","1","1","2","1","1","3"
"8584","3","2","2","1","1","2","1","1","2","1","1","2"
"8585","3","2","2","2","8","2","1","1","1","1","1","2"
"8586","3","2","1","1","1","2","1","1","2","2","1","1"
"8587","3","2","1","1","1","1","1","1","2","1","1","3"
"8588","3","2","2","1","1","1","1","1","2","1","1","2"
"8589","3","2","1","1","8","2","1","1","2","1","1","3"
"8590","3","2","1","1","1","2","1","1","1","1","1","1"
"8591","3","2","1","1","1","2","1","2","2","1","1","3"
"8592","3","2","2","1","1","1","1","1","2","1","1","3"
"8593","3","2","2","2","1","2","1","1","2","1","1","1"
"8594","3","1","2","3","1","2","2","2","2","1","1","3"
"8595","3","1","2","1","1","2","2","1","2","1","1","3"
"8596","3","1","2","1","1","2","2","2","1","2","2","3"
"8597","3","1","2","3","1","2","2","2","1","2","2","3"
"8598","3","8","2","3","1","2","1","1","2","1","1","3"
"8599","3","1","3","1","1","2","2","2","1","1","2","3"
"8600","3","1","3","1","1","1","2","2","2","2","2","3"
"8601","3","1","3","1","1","2","2","2","1","2","2","3"
"8602","3","1","2","3","8","9","2","2","1","2","9","3"
"8603","3","1","2","3","8","2","2","1","1","1","2","3"
"8604","3","2","1","2","1","2","1","1","1","1","1","3"
"8605","3","2","1","1","1","2","1","2","1","1","1","1"
"8606","3","1","1","1","1","1","1","1","2","1","1","3"
"8607","3","2","2","1","1","2","1","1","1","1","2","1"
"8608","3","2","1","1","1","2","1","2","1","1","1","3"
"8609","3","2","1","1","1","2","1","1","1","1","1","3"
"8610","3","2","2","1","1","1","1","1","1","1","1","3"
"8611","3","2","1","1","1","2","1","2","1","1","2","1"
"8612","3","2","2","1","1","2","1","2","1","1","2","3"
"8613","3","2","1","1","1","2","1","2","1","1","1","3"
"8614","3","2","1","1","1","2","1","2","1","1","1","1"
"8615","3","2","3","1","8","9","8","8","9","8","9","3"
"8616","3","2","3","1","8","9","1","9","9","1","1","3"
"8617","3","2","4","1","2","1","2","1","2","2","1","3"
"8618","3","2","3","1","9","9","9","9","9","9","9","3"
"8619","3","1","3","1","8","1","2","2","2","2","1","3"
"8620","3","2","4","1","8","1","8","8","8","8","1","3"
"8621","3","2","3","1","8","9","8","8","2","8","1","3"
"8622","3","2","4","1","8","1","2","1","2","2","1","3"
"8623","3","8","3","1","2","1","2","1","2","2","1","3"
"8624","3","1","8","1","8","1","2","1","2","2","1","3"
"8625","3","2","4","1","1","9","9","9","9","9","9","3"
"8626","3","2","3","1","8","1","2","1","2","2","1","3"
"8627","3","2","3","1","8","9","2","1","9","1","1","3"
"8628","3","2","2","1","2","1","2","1","2","2","1","3"
"8629","3","2","2","1","1","8","8","1","8","8","1","3"
"8630","3","2","3","1","8","9","9","9","2","9","1","3"
"8631","3","2","9","1","1","8","8","8","8","8","8","3"
"8632","3","1","2","1","8","1","2","1","2","2","1","3"
"8633","3","2","3","1","8","9","9","1","2","9","1","3"
"8634","3","8","4","1","8","9","2","2","1","8","1","1"
"8635","3","2","2","1","8","1","2","1","2","2","1","3"
"8636","3","1","2","1","1","1","8","8","2","8","8","3"
"8637","3","2","4","1","2","1","2","1","2","2","1","3"
"8638","3","2","3","1","8","1","8","1","8","8","1","3"
"8639","3","2","2","1","8","9","9","9","9","9","9","3"
"8640","3","2","4","1","2","1","2","1","2","2","1","3"
"8641","3","8","8","8","8","9","9","8","9","8","9","3"
"8642","3","1","4","1","8","1","2","1","2","2","1","3"
"8643","3","2","3","1","1","9","9","9","9","1","1","3"
"8644","3","2","8","2","8","1","9","1","9","9","1","3"
"8645","3","3","2","3","2","2","2","1","2","2","1","3"
"8646","3","2","8","1","8","9","8","9","9","9","1","3"
"8647","3","2","4","1","2","1","2","1","2","2","1","2"
"8648","3","2","4","1","2","1","2","1","2","2","1","3"
"8649","3","2","4","1","2","1","2","1","2","2","1","3"
"8650","3","2","3","1","1","1","9","1","9","9","1","1"
"8651","3","2","4","1","2","1","2","1","2","2","1","3"
"8652","3","2","3","1","1","1","9","1","9","1","1","1"
"8653","3","2","2","1","1","1","9","9","1","1","1","3"
"8654","3","2","8","1","8","8","8","9","8","9","9","3"
"8655","3","2","4","4","8","2","8","8","8","8","9","3"
"8656","3","1","2","1","1","1","2","2","2","2","1","1"
"8657","3","2","2","1","1","1","2","2","1","2","1","1"
"8658","3","2","1","1","1","1","2","2","1","1","2","1"
"8659","3","1","2","1","1","1","2","2","2","1","2","1"
"8660","3","1","2","1","1","1","2","2","2","1","1","1"
"8661","3","2","3","1","1","1","2","2","2","1","1","1"
"8662","3","1","4","1","2","1","2","1","2","2","1","3"
"8663","3","2","4","1","2","1","2","1","2","2","1","3"
"8664","3","2","4","1","8","2","9","1","9","2","2","3"
"8665","3","1","2","1","2","2","1","2","1","1","1","3"
"8666","3","8","2","2","1","2","2","1","2","1","2","3"
"8667","3","1","2","1","1","2","8","1","8","2","8","3"
"8668","3","2","2","1","1","2","2","1","2","2","1","1"
"8669","3","2","2","1","1","2","2","1","2","2","2","1"
"8670","3","2","2","2","1","2","2","1","2","2","1","1"
"8671","3","2","2","2","1","2","2","1","2","1","2","1"
"8672","3","2","1","1","8","1","2","1","2","1","1","1"
"8673","3","2","2","2","1","8","2","1","2","8","1","3"
"8674","3","2","1","2","8","1","2","1","2","2","1","1"
"8675","3","2","1","2","8","1","2","1","2","1","1","1"
"8676","3","2","2","1","1","1","2","2","2","1","1","2"
"8677","3","1","2","1","1","1","2","2","2","1","1","1"
"8678","3","2","3","1","1","1","1","2","2","1","1","1"
"8679","3","1","2","1","1","1","2","2","1","1","2","1"
"8680","3","2","3","1","1","1","2","2","2","1","1","2"
"8681","3","2","3","1","1","2","1","2","2","1","1","1"
"8682","3","3","2","1","1","1","2","2","2","1","1","1"
"8683","3","1","4","1","1","1","2","2","2","1","2","1"
"8684","3","8","9","2","1","2","1","2","1","1","1","3"
"8685","3","3","3","1","1","1","2","2","2","1","2","1"
"8686","3","2","3","1","1","2","2","2","2","1","1","1"
"8687","3","2","2","2","1","1","2","1","2","1","1","1"
"8688","3","2","3","1","1","2","2","2","2","1","2","1"
"8689","3","2","3","2","1","1","2","2","2","1","1","1"
"8690","3","2","3","1","8","9","9","9","9","9","9","1"
"8691","3","3","3","1","1","1","2","2","2","1","1","1"
"8692","3","2","3","1","1","2","1","2","2","1","1","2"
"8693","3","2","3","1","1","2","2","2","2","1","2","1"
"8694","3","2","2","1","1","1","9","9","9","9","1","1"
"8695","3","2","4","1","8","1","2","2","2","2","1","3"
"8696","3","2","3","1","1","1","2","1","2","1","1","3"
"8697","3","3","4","1","1","1","2","1","2","1","1","3"
"8698","3","3","4","2","8","1","2","1","2","1","1","4"
"8699","3","2","3","1","1","1","1","1","2","1","1","3"
"8700","3","1","8","2","8","9","9","9","9","9","9","3"
"8701","3","1","3","2","2","2","2","1","2","2","1","3"
"8702","3","1","1","1","1","1","2","1","1","2","1","3"
"8703","3","1","3","2","1","1","2","1","2","2","1","3"
"8704","3","9","3","2","2","1","2","1","2","2","2","3"
"8705","3","3","8","2","2","1","2","1","2","2","2","3"
"8706","3","1","2","1","1","1","2","1","2","2","1","1"
"8707","3","1","2","1","1","2","2","2","2","2","1","1"
"8708","3","2","2","1","1","1","1","2","2","1","1","1"
"8709","3","2","2","1","1","1","2","2","2","2","1","1"
"8710","3","1","2","1","1","1","2","2","2","2","1","1"
"8711","3","1","1","2","1","1","2","1","2","2","1","1"
"8712","3","1","2","2","1","1","2","2","2","2","2","1"
"8713","3","2","2","1","1","1","2","2","2","2","1","1"
"8714","3","1","2","1","1","2","2","2","2","2","1","1"
"8715","3","1","2","1","1","1","2","2","2","2","1","1"
"8716","3","2","2","1","1","1","2","2","2","1","1","1"
"8717","3","2","1","1","1","1","2","1","2","2","1","1"
"8718","3","2","2","1","1","1","2","2","2","2","1","2"
"8719","3","1","1","1","1","1","2","1","2","2","1","1"
"8720","3","1","2","2","1","1","1","1","2","2","1","2"
"8721","3","1","1","1","1","1","2","2","2","2","1","2"
"8722","3","2","1","1","1","1","2","1","2","1","1","1"
"8723","3","1","2","2","1","1","1","1","2","2","1","1"
"8724","3","1","1","1","1","1","2","1","2","2","1","1"
"8725","3","1","1","1","1","1","2","1","2","2","1","1"
"8726","3","2","2","1","1","1","2","1","2","1","1","1"
"8727","3","1","1","1","1","1","2","2","2","1","1","1"
"8728","3","2","2","1","1","2","2","1","2","2","1","2"
"8729","3","1","2","2","1","2","2","1","1","1","1","1"
"8730","3","1","2","1","1","1","2","1","2","2","1","1"
"8731","3","1","2","2","2","1","1","1","2","2","2","1"
"8732","3","2","2","1","1","1","1","2","2","1","1","2"
"8733","3","1","2","3","1","2","2","1","1","1","1","2"
"8734","3","1","2","2","1","1","1","1","2","1","1","1"
"8735","3","1","2","2","1","2","2","2","1","2","2","1"
"8736","3","2","2","1","1","1","2","1","2","2","1","1"
"8737","3","1","2","1","1","2","1","2","1","2","1","1"
"8738","3","2","2","1","1","1","2","2","2","2","1","1"
"8739","3","2","2","1","1","2","2","2","1","1","1","1"
"8740","3","2","2","1","1","2","2","1","2","2","1","1"
"8741","3","2","3","1","1","2","2","1","2","2","1","1"
"8742","3","3","3","1","1","2","2","1","1","2","1","1"
"8743","3","2","2","1","1","1","2","1","2","2","1","1"
"8744","3","2","2","1","1","1","2","2","2","2","1","2"
"8745","3","2","2","1","1","2","2","2","1","2","1","2"
"8746","3","2","2","1","2","2","2","2","1","2","1","1"
"8747","3","2","2","1","1","1","2","2","2","2","1","2"
"8748","3","2","2","1","1","1","1","2","2","2","1","2"
"8749","3","2","2","2","1","1","2","1","2","2","1","2"
"8750","3","2","2","1","1","1","1","1","2","2","2","1"
"8751","3","2","2","1","1","2","1","1","2","1","1","1"
"8752","3","2","1","1","1","1","2","1","2","1","1","3"
"8753","3","2","1","1","1","1","1","1","2","2","1","3"
"8754","3","2","1","1","1","1","1","1","1","1","1","1"
"8755","3","3","2","3","1","1","2","1","2","1","1","3"
"8756","3","1","1","1","1","2","1","1","2","2","1","1"
"8757","3","3","2","3","2","1","2","1","1","1","1","3"
"8758","3","2","2","1","1","2","1","1","1","1","1","2"
"8759","3","2","2","3","2","1","2","1","2","2","1","1"
"8760","3","8","3","2","8","1","2","2","1","1","2","3"
"8761","3","2","4","2","2","1","1","1","2","2","2","8"
"8762","3","3","2","1","8","1","2","1","2","1","1","8"
"8763","3","1","1","2","2","1","2","1","1","2","2","1"
"8764","3","3","2","2","2","2","2","1","2","2","1","1"
"8765","3","2","3","4","1","1","2","1","1","2","2","1"
"8766","3","1","1","1","2","1","2","1","1","2","2","3"
"8767","3","2","2","3","2","2","2","1","2","1","1","3"
"8768","3","2","3","2","8","1","8","1","8","8","8","1"
"8769","3","2","3","1","1","1","9","1","9","2","1","1"
"8770","3","1","1","2","1","2","1","2","1","1","1","1"
"8771","3","2","2","3","2","1","2","1","9","9","2","8"
"8772","3","2","2","1","2","2","1","2","2","1","1","3"
"8773","3","1","1","2","2","1","1","1","2","1","1","3"
"8774","3","2","3","3","1","1","1","1","1","2","2","2"
"8775","3","2","1","1","1","1","2","1","2","1","1","3"
"8776","3","2","2","1","2","1","1","1","2","2","1","2"
"8777","3","2","1","2","2","1","2","1","1","2","1","2"
"8778","3","2","1","1","1","1","1","1","2","1","1","3"
"8779","3","2","1","3","1","1","1","1","2","2","1","3"
"8780","3","2","1","1","1","1","1","1","1","2","2","3"
"8781","3","2","1","1","1","1","1","1","2","2","1","1"
"8782","3","2","4","1","2","1","1","1","2","2","2","1"
"8783","3","1","4","2","1","1","2","2","2","1","1","2"
"8784","3","1","4","1","1","1","1","2","1","2","2","2"
"8785","3","1","4","2","2","2","1","2","1","2","2","2"
"8786","3","3","4","1","1","1","2","2","2","1","1","1"
"8787","3","1","4","1","1","1","2","1","2","1","1","1"
"8788","3","1","4","1","2","1","2","1","2","2","1","1"
"8789","3","1","3","1","1","1","2","1","2","2","1","2"
"8790","3","1","4","1","1","1","2","1","2","2","1","2"
"8791","3","1","3","2","1","1","1","1","1","1","1","2"
"8792","3","1","3","1","1","1","2","2","2","2","1","2"
"8793","3","1","4","1","2","1","2","2","2","2","1","1"
"8794","3","1","4","1","2","1","2","1","2","2","1","2"
"8795","3","1","4","1","2","1","2","2","2","2","1","1"
"8796","3","1","4","1","2","1","2","1","2","2","2","2"
"8797","3","1","3","1","1","1","2","2","2","1","1","2"
"8798","3","2","4","1","2","1","2","1","2","1","1","1"
"8799","3","1","4","1","1","1","2","2","1","2","1","2"
"8800","3","1","4","2","1","1","1","1","1","1","1","1"
"8801","3","2","3","2","2","1","1","1","1","2","1","2"
"8802","3","1","4","1","2","1","1","1","1","1","1","1"
"8803","3","1","4","1","2","1","2","1","2","1","1","1"
"8804","3","2","4","2","2","1","2","2","2","2","1","2"
"8805","3","1","3","2","2","2","1","2","1","1","2","1"
"8806","3","1","3","1","2","1","2","1","2","1","1","1"
"8807","3","1","4","2","2","1","2","1","2","2","1","1"
"8808","3","1","4","1","2","1","2","1","2","2","1","1"
"8809","3","2","4","1","1","1","2","1","2","2","1","2"
"8810","3","2","4","1","1","1","2","1","2","2","1","1"
"8811","3","2","4","1","1","1","2","2","2","2","1","2"
"8812","3","1","4","1","2","1","2","1","2","2","1","2"
"8813","3","2","4","2","1","1","2","2","2","2","1","1"
"8814","3","2","3","1","1","1","2","1","2","1","1","1"
"8815","3","8","3","2","2","1","2","1","9","2","2","3"
"8816","3","1","2","1","1","1","2","2","2","2","1","1"
"8817","3","2","3","2","2","2","8","1","2","2","1","1"
"8818","3","1","2","2","2","2","2","2","1","2","2","1"
"8819","3","1","2","3","2","1","2","2","2","2","1","1"
"8820","3","1","8","2","2","2","1","2","1","2","2","2"
"8821","3","2","2","1","1","1","2","2","2","2","1","4"
"8822","3","1","2","1","2","1","2","2","1","2","1","3"
"8823","3","8","2","1","2","1","2","2","1","2","1","4"
"8824","3","1","2","1","1","2","2","1","2","2","2","4"
"8825","3","2","2","2","2","1","2","2","2","2","2","3"
"8826","3","1","4","1","1","1","2","1","2","2","1","1"
"8827","3","1","4","1","1","1","2","2","2","2","1","2"
"8828","3","2","3","1","2","1","2","1","2","1","1","1"
"8829","3","1","4","1","1","1","2","1","2","2","1","1"
"8830","3","1","4","1","1","2","1","2","1","2","2","1"
"8831","3","1","4","1","1","2","1","2","1","2","2","2"
"8832","3","2","3","1","1","1","1","1","1","1","1","1"
"8833","3","1","4","1","1","2","1","1","1","2","2","2"
"8834","3","1","4","1","1","1","2","1","2","2","1","2"
"8835","3","1","4","1","1","1","2","1","2","1","1","2"
"8836","3","1","2","1","1","2","2","1","1","2","9","1"
"8837","3","2","3","1","2","1","9","2","9","1","2","3"
"8838","3","3","3","1","1","1","2","2","2","1","2","3"
"8839","3","2","1","2","2","2","2","2","2","2","1","3"
"8840","3","9","2","2","1","2","2","2","1","1","1","3"
"8841","3","1","3","2","2","1","2","2","9","1","2","2"
"8842","3","3","3","1","1","1","9","9","9","2","2","2"
"8843","3","2","3","2","2","1","9","2","9","2","2","2"
"8844","3","1","2","1","2","1","1","1","2","2","2","1"
"8845","3","1","2","1","1","1","2","8","2","2","1","1"
"8846","3","3","2","1","1","2","1","2","2","1","1","1"
"8847","3","1","3","1","1","1","2","1","2","2","1","1"
"8848","3","2","3","1","2","1","2","1","2","2","2","2"
"8849","3","2","4","2","1","1","1","2","2","1","1","1"
"8850","3","3","3","1","8","2","1","2","2","1","1","3"
"8851","3","1","2","1","8","2","1","2","2","1","9","3"
"8852","3","3","3","2","2","1","2","2","1","2","1","1"
"8853","3","2","3","1","1","1","1","1","2","2","2","3"
"8854","3","3","3","2","8","2","2","2","2","2","2","1"
"8855","3","3","3","2","8","2","2","2","2","2","1","2"
"8856","3","2","3","2","1","1","2","2","1","2","1","2"
"8857","3","1","2","1","2","1","2","2","2","2","1","1"
"8858","3","2","3","2","2","1","2","2","2","2","2","3"
"8859","3","2","4","2","2","2","2","2","2","2","2","3"
"8860","3","1","3","2","1","2","2","2","2","1","2","1"
"8861","3","3","4","2","2","1","2","2","2","1","2","2"
"8862","3","2","3","4","1","2","1","2","2","1","9","1"
"8863","3","3","3","2","2","1","2","2","2","1","1","4"
"8864","3","1","3","2","1","2","1","2","1","1","2","2"
"8865","3","2","3","1","1","1","1","2","2","1","1","1"
"8866","3","1","3","1","1","1","1","2","2","1","1","1"
"8867","3","2","2","1","8","1","2","1","2","1","1","3"
"8868","3","3","3","2","1","1","2","1","2","2","1","3"
"8869","3","2","2","1","1","1","1","1","2","1","2","1"
"8870","3","2","2","1","1","2","2","1","2","2","1","3"
"8871","3","2","2","2","1","1","2","1","2","1","1","3"
"8872","3","1","3","2","1","1","2","1","2","2","1","3"
"8873","3","2","2","2","1","1","2","1","2","1","1","3"
"8874","3","2","2","2","1","1","2","2","2","1","2","3"
"8875","3","2","3","2","1","1","2","1","2","2","1","1"
"8876","3","2","2","2","1","1","2","1","2","1","1","3"
"8877","3","2","2","1","1","2","1","2","2","1","1","3"
"8878","3","2","3","2","2","1","2","1","2","1","1","3"
"8879","3","2","2","1","1","1","2","1","2","1","1","3"
"8880","3","3","1","1","1","1","2","1","2","2","1","1"
"8881","3","2","2","1","1","2","1","2","1","1","2","3"
"8882","3","2","2","1","1","1","1","2","2","1","2","3"
"8883","3","2","2","1","1","1","2","1","2","1","1","3"
"8884","3","3","2","1","1","1","2","2","2","1","2","3"
"8885","3","2","3","2","1","1","2","1","2","2","1","3"
"8886","3","2","2","1","1","1","2","2","1","1","2","3"
"8887","3","2","3","2","1","1","2","1","2","2","1","1"
"8888","3","3","3","1","1","1","2","1","2","1","1","3"
"8889","3","2","4","2","1","1","2","1","2","2","1","1"
"8890","3","2","3","2","1","1","1","2","1","2","1","1"
"8891","3","2","2","2","1","2","9","2","1","1","1","1"
"8892","3","2","4","2","1","1","1","1","1","2","1","1"
"8893","3","2","3","2","1","1","1","1","2","2","1","1"
"8894","3","2","3","2","1","2","1","2","2","1","1","1"
"8895","3","2","2","2","1","2","1","1","2","1","2","1"
"8896","3","2","3","2","1","2","1","1","2","1","1","1"
"8897","3","2","3","2","1","1","2","1","2","2","2","1"
"8898","3","2","3","2","1","2","2","1","2","2","1","1"
"8899","3","8","2","2","1","1","1","1","2","1","1","3"
"8900","3","2","3","1","8","1","1","1","2","2","1","3"
"8901","3","2","2","1","1","1","1","1","2","1","1","3"
"8902","3","2","3","2","1","1","1","1","2","2","1","3"
"8903","3","1","4","2","1","2","1","1","2","1","1","1"
"8904","3","1","2","1","1","9","2","1","2","2","1","3"
"8905","3","2","3","1","1","9","1","1","2","9","1","3"
"8906","3","2","3","1","1","1","2","1","2","9","1","1"
"8907","3","2","2","2","1","1","1","1","2","1","1","3"
"8908","3","2","3","2","1","2","2","1","2","9","2","3"
"8909","3","2","1","2","1","2","1","2","1","1","2","1"
"8910","3","2","2","1","1","2","1","2","1","1","2","1"
"8911","3","3","2","2","1","2","2","2","1","1","2","3"
"8912","3","2","2","2","1","2","1","2","2","1","2","3"
"8913","3","1","2","2","1","1","1","2","1","1","2","3"
"8914","3","2","1","1","1","1","1","2","2","1","2","3"
"8915","3","3","1","1","8","1","2","1","2","2","1","3"
"8916","3","2","2","2","1","2","1","2","2","1","2","1"
"8917","3","2","1","2","8","1","2","1","2","2","1","3"
"8918","3","2","2","2","1","2","1","2","1","1","1","3"
"8919","3","2","8","2","1","2","1","2","2","1","1","2"
"8920","3","2","1","1","1","2","1","2","2","1","1","1"
"8921","3","2","2","2","1","2","1","2","2","2","1","1"
"8922","3","3","3","2","2","1","2","1","2","2","1","1"
"8923","3","2","2","2","1","2","2","1","2","1","1","2"
"8924","3","2","2","2","1","2","1","1","2","2","2","3"
"8925","3","3","2","2","1","2","2","1","2","2","2","2"
"8926","3","2","2","2","2","2","2","1","2","2","1","3"
"8927","3","2","2","2","1","1","2","1","2","1","1","3"
"8928","3","2","3","2","2","1","2","1","2","2","1","1"
"8929","3","2","3","2","1","2","1","1","1","2","1","2"
"8930","3","3","3","2","1","2","1","1","2","1","2","3"
"8931","3","2","3","2","1","2","1","1","2","1","1","3"
"8932","3","2","2","1","2","1","2","1","2","2","1","3"
"8933","3","1","2","1","2","1","2","1","2","2","1","1"
"8934","3","1","3","1","2","1","1","2","2","2","1","1"
"8935","3","1","2","1","2","1","1","2","2","2","1","1"
"8936","3","2","2","1","2","1","2","1","2","1","1","1"
"8937","3","2","2","1","2","1","2","1","2","1","1","1"
"8938","3","2","3","1","2","1","2","1","2","2","1","3"
"8939","3","2","3","1","2","1","2","1","2","2","1","3"
"8940","3","1","8","1","2","1","2","1","2","2","1","1"
"8941","3","2","2","1","2","1","1","1","2","2","1","3"
"8942","3","1","2","1","2","1","2","1","2","2","1","3"
"8943","3","1","3","1","2","1","2","1","2","2","1","3"
"8944","3","2","2","1","1","2","2","2","1","1","1","1"
"8945","3","2","2","1","1","2","1","2","2","1","1","2"
"8946","3","2","2","1","1","2","2","1","1","1","2","1"
"8947","3","1","2","1","1","2","1","2","1","1","2","1"
"8948","3","2","3","1","1","2","2","1","2","1","1","2"
"8949","3","1","2","1","2","2","1","2","1","1","2","1"
"8950","3","1","2","1","1","2","1","1","1","1","2","2"
"8951","3","2","1","1","1","2","2","1","1","1","2","2"
"8952","3","2","2","1","2","2","2","1","1","2","1","2"
"8953","3","2","2","1","1","2","1","2","1","1","2","1"
"8954","3","2","2","1","1","2","1","1","2","2","1","2"
"8955","3","2","2","2","1","2","1","2","1","1","2","1"
"8956","3","2","2","1","1","2","2","1","2","1","1","1"
"8957","3","1","2","2","1","1","2","2","1","1","2","1"
"8958","3","1","2","1","1","2","2","1","2","2","1","2"
"8959","3","2","2","2","1","2","1","2","1","1","2","1"
"8960","3","2","1","1","1","2","1","2","1","1","2","1"
"8961","3","1","3","1","1","2","2","1","2","2","1","2"
"8962","3","1","1","2","1","2","1","2","1","1","2","1"
"8963","3","3","2","1","1","2","1","2","1","1","2","2"
"8964","3","2","2","1","1","2","1","2","1","1","2","2"
"8965","3","1","3","1","2","1","2","1","2","2","1","3"
"8966","3","2","1","1","1","2","1","2","1","1","2","2"
"8967","3","2","2","1","1","2","1","2","1","1","2","1"
"8968","3","2","2","2","1","2","2","2","2","1","1","1"
"8969","3","2","2","1","1","2","2","2","1","1","1","2"
"8970","3","2","3","1","2","2","2","1","2","1","1","2"
"8971","3","1","2","1","1","2","1","2","1","1","2","2"
"8972","3","2","1","1","1","2","1","2","1","1","2","1"
"8973","3","2","2","1","1","2","1","2","1","1","2","2"
"8974","3","1","2","1","2","2","1","2","1","1","2","1"
"8975","3","2","2","1","1","2","1","2","1","1","2","1"
"8976","3","2","2","1","1","2","1","2","1","1","2","2"
"8977","3","1","2","1","1","2","1","2","1","1","2","1"
"8978","3","1","2","2","2","2","1","2","1","2","2","2"
"8979","3","2","2","1","1","2","1","2","1","2","2","2"
"8980","3","2","2","2","1","2","1","2","1","2","2","2"
"8981","3","1","3","1","2","2","1","1","1","2","2","2"
"8982","3","2","3","2","2","2","1","2","1","2","2","1"
"8983","3","2","2","1","2","2","1","2","1","1","2","2"
"8984","3","1","2","1","1","2","1","2","1","2","2","1"
"8985","3","1","3","1","1","2","2","1","1","2","2","2"
"8986","3","2","2","2","1","2","1","2","1","1","2","2"
"8987","3","1","2","1","2","1","2","1","2","2","1","2"
"8988","3","2","2","1","1","2","1","2","1","2","2","1"
"8989","3","2","2","1","1","2","2","2","1","2","1","2"
"8990","3","2","2","1","1","2","1","2","2","1","2","2"
"8991","3","1","2","1","1","2","1","2","1","1","2","1"
"8992","3","2","1","1","1","2","1","2","1","2","2","1"
"8993","3","1","2","1","1","2","2","2","2","1","1","2"
"8994","3","2","3","1","2","1","2","2","2","2","1","2"
"8995","3","2","2","1","1","2","1","2","1","1","2","2"
"8996","3","2","2","1","2","2","1","2","1","2","2","2"
"8997","3","1","2","1","1","2","1","2","2","1","2","1"
"8998","3","2","2","1","8","2","1","2","1","1","2","1"
"8999","3","2","2","1","1","2","9","9","9","1","9","1"
"9000","3","2","2","1","1","2","2","2","1","2","2","1"
"9001","3","3","2","1","1","1","1","2","1","1","1","1"
"9002","3","2","3","1","1","2","1","2","1","1","2","1"
"9003","3","2","2","1","1","2","2","2","1","1","2","1"
"9004","3","2","2","1","1","2","1","2","1","1","2","1"
"9005","3","2","2","1","1","2","8","8","1","1","2","1"
"9006","3","2","3","1","2","2","2","1","2","1","1","1"
"9007","3","2","3","1","1","2","1","2","2","1","2","1"
"9008","3","3","3","2","1","2","2","2","2","1","2","1"
"9009","3","3","1","1","1","2","1","2","1","1","2","1"
